"V1"
"PEBP1"
"MRPL33"
"STAR"
"RARRES2"
"CLU"
"CYP21A2"
"CYP17A1"
"AKR1B1"
"NOV"
"TPD52L1"
"EPHX1"
"SERPINA5"
"MGST1"
"CYSTM1"
"HSD3B2"
"CYP11B1"
"CHCHD2"
"BST2"
"FDX1"
"BEX3"
"CYB5B"
"PRDX2"
"FADS2"
"MYL9"
"RBP1"
"NDUFB4"
"PRDX3"
"CYP11A1"
"C9orf16"
"SOD1"
"COX17"
"GADD45B"
"CTNNAL1"
"GPX4"
"MT1E"
"ADGRV1"
"MGARP"
"MTATP6P1"
"LDHB"
"EIF4A3"
"MT2A"
"UQCR10"
"QPCT"
"ATP5C1"
"SCARB1"
"DHCR24"
"GSTA4"
"NDUFB1"
"CD9"
"CALM2"
"ATP5J"
"UQCRQ"
"PRDX5"
"SNCG"
"COMMD6"
"FAM166B"
"TM7SF2"
"MYL12B"
"CST3"
"ISCU"
"CPB1"
"PKM"
"PPP1R14A"
"RDX"
"DCN"
"APOC1"
"FDXR"
"ACADVL"
"LGALS1"
"NDUFC1"
"COX7A2L"
"NUPR1"
"DLK1"
"HSPE1"
"NDUFS8"
"COX7C"
"SMIM4"
"NDUFC2"
"SKP1"
"JUN"
"SAT2"
"BSG"
"MGST3"
"NDRG2"
"ANAPC16"
"PPP1R15A"
"EBP"
"TPI1"
"NDUFA4"
"COX5B"
"MIR202HG"
"TIMP1"
"ACAT1"
"ITM2B"
"IKBKAP"
"RGN"
"AAMDC"
"MAP1LC3B"
"CTSD"
"RPS26"
"TOMM7"
"PSMA7"
"GPX1"
"RBBP7"
"UQCR11"
"CYC1"
"DSTN"
"ECH1"
"CD46"
"RP11-290F5.2"
"GRPEL1"
"APOE"
"COX14"
"BRE"
"IFI27L2"
"RPS27L"
"IFI27"
"CTSA"
"UBL5"
"IER3"
"AP2M1"
"MCFD2"
"SNHG25"
"ADI1"
"DDIT4"
"SLC40A1"
"IDI1"
"NDUFA11"
"CIB1"
"H2AFJ"
"RPL7A"
"ALDH2"
"GSTA1"
"PARK7"
"RPL41"
"BORCS7"
"DECR1"
"TSPO"
"ATP5B"
"EID1"
"COMT"
"DNAJB1"
"MRPL41"
"IER2"
"ROMO1"
"ALDOA"
"COX8A"
"LY6E"
"REEP5"
"NDUFB2"
"FDPS"
"RPL39"
"TMEM59"
"HSPA1B"
"ATP5A1"
"GNPTG"
"GTF2H5"
"VAPA"
"OST4"
"GAPDH"
"G0S2"
"TSC22D3"
"COX20"
"SQSTM1"
"NDUFB11"
"COX7A1"
"EEF1D"
"SOAT1"
"ATP5D"
"CDKN1C"
"POR"
"SRP14"
"CHGB"
"TRMT112"
"MRPL34"
"TPM2"
"NDUFAF3"
"MRAP"
"PON2"
"WDR83OS"
"USMG5"
"POLR2L"
"RPL8"
"MRPL57"
"GABARAPL2"
"ECHS1"
"MRPS6"
"TCEAL9"
"RPL23"
