"","x"
"4393","GLMP"
"4394","GLO1"
"4395","GLOD4"
"4396","GLRB"
"4397","GLRX"
"4398","GLRX2"
"4399","GLRX3"
"4400","GLRX5"
"4401","GLS"
"4402","GLT8D1"
"4403","GLT8D2"
"4404","GLTP"
"4405","GLUD1"
"4406","GLUD2"
"4407","GLUL"
"4408","GLYCTK"
"4409","GLYR1"
"4410","GM2A"
"4411","GMCL1"
"4412","GMDS"
"4413","GMEB1"
"4414","GMEB2"
"4415","GMFB"
"4416","GMFG"
"4417","GMIP"
"4418","GMNN"
"4419","GMPPA"
"4420","GMPPB"
"4421","GMPR"
"4422","GMPR2"
"4423","GMPS"
"4424","GNA11"
"4425","GNA12"
"4426","GNA13"
"4427","GNAI1"
"4428","GNAI2"
"4429","GNAI3"
"4430","GNAL"
"4431","GNAO1"
"4432","GNAQ"
"4433","GNAS"
"4434","GNB1"
"4435","GNB1L"
"4436","GNB2"
"4437","GNB3"
"4438","GNB4"
"4439","GNB5"
"4440","GNE"
"4441","GNG10"
"4442","GNG12"
"4443","GNG2"
"4444","GNG4"
"4445","GNG5"
"4446","GNG7"
"4447","GNL1"
"4448","GNL2"
"4449","GNL3"
"4450","GNL3L"
"4451","GNPAT"
"4452","GNPDA1"
"4453","GNPDA2"
"4454","GNPNAT1"
"4455","GNPTAB"
"4456","GNPTG"
"4457","GNRH1"
"4458","GNRH2"
"4459","GNS"
"4460","GOLGA1"
"4461","GOLGA2"
"4462","GOLGA3"
"4463","GOLGA4"
"4464","GOLGA5"
"4465","GOLGA6L4"
"4466","GOLGA6L9"
"4467","GOLGA7"
"4468","GOLGA7B"
"4469","GOLGA8A"
"4470","GOLGA8B"
"4471","GOLGA8R"
"4472","GOLGB1"
"4473","GOLIM4"
"4474","GOLM1"
"4475","GOLPH3"
"4476","GOLPH3L"
"4477","GOLT1B"
"4478","GON4L"
"4479","GON7"
"4480","GOPC"
"4481","GORAB"
"4482","GORASP1"
"4483","GORASP2"
"4484","GOSR1"
"4485","GOSR2"
"4486","GOT1"
"4487","GOT2"
"4488","GP1BA"
"4489","GPAA1"
"4490","GPALPP1"
"4491","GPAM"
"4492","GPANK1"
"4493","GPAT3"
"4494","GPAT4"
"4495","GPATCH1"
"4496","GPATCH11"
"4497","GPATCH2"
"4498","GPATCH2L"
"4499","GPATCH3"
"4500","GPATCH4"
"4501","GPATCH8"
"4502","GPBP1"
"4503","GPBP1L1"
"4504","GPC1"
"4505","GPC2"
"4506","GPC5"
"4507","GPCPD1"
"4508","GPD1"
"4509","GPD1L"
"4510","GPD2"
"4511","GPER1"
"4512","GPHN"
"4513","GPI"
"4514","GPKOW"
"4515","GPLD1"
"4516","GPM6A"
"4517","GPM6B"
"4518","GPN1"
"4519","GPN2"
"4520","GPN3"
"4521","GPNMB"
"4522","GPR1"
"4523","GPR107"
"4524","GPR108"
"4525","GPR132"
"4526","GPR135"
"4527","GPR137"
"4528","GPR137B"
"4529","GPR137C"
"4530","GPR143"
"4531","GPR146"
"4532","GPR150"
"4533","GPR153"
"4534","GPR155"
"4535","GPR157"
"4536","GPR158"
"4537","GPR160"
"4538","GPR161"
"4539","GPR162"
"4540","GPR173"
"4541","GPR176"
"4542","GPR180"
"4543","GPR19"
"4544","GPR3"
"4545","GPR37"
"4546","GPR39"
"4547","GPR55"
"4548","GPR61"
"4549","GPR68"
"4550","GPR75"
"4551","GPR75-ASB3"
"4552","GPR82"
"4553","GPR85"
"4554","GPR89B"
"4555","GPRASP1"
"4556","GPRC5A"
"4557","GPRC5B"
"4558","GPRIN1"
"4559","GPS1"
"4560","GPS2"
"4561","GPSM1"
"4562","GPSM2"
"4563","GPSM3"
"4564","GPT"
"4565","GPT2"
"4566","GPX2"
"4567","GPX3"
"4568","GPX4"
"4569","GPX7"
"4570","GPX8"
"4571","GRAMD1A"
"4572","GRAMD1C"
"4573","GRAMD2A"
"4574","GRAMD2B"
"4575","GRAMD4"
"4576","GRAP2"
"4577","GRASP"
"4578","GRB10"
"4579","GRB14"
"4580","GRB2"
"4581","GREB1"
"4582","GREM1"
"4583","GRHL1"
"4584","GRHPR"
"4585","GRIK2"
"4586","GRIN2D"
"4587","GRINA"
"4588","GRIP1"
"4589","GRIPAP1"
"4590","GRK2"
"4591","GRK4"
"4592","GRK5"
"4593","GRK6"
"4594","GRN"
"4595","GRPEL1"
"4596","GRPEL2"
"4597","GRPR"
"4598","GRSF1"
"4599","GRTP1"
"4600","GRWD1"
"4601","GSAP"
"4602","GSDMB"
"4603","GSDMD"
"4604","GSDME"
"4605","GSE1"
"4606","GSG1"
"4607","GSK3A"
"4608","GSK3B"
"4609","GSKIP"
"4610","GSN"
"4611","GSPT1"
"4612","GSPT2"
"4613","GSR"
"4614","GSS"
"4615","GSTA4"
"4616","GSTCD"
"4617","GSTK1"
"4618","GSTM1"
"4619","GSTM2"
"4620","GSTM3"
"4621","GSTM4"
"4622","GSTO1"
"4623","GSTO2"
"4624","GSTP1"
"4625","GSTT2B"
"4626","GSTZ1"
"4627","GTDC1"
"4628","GTF2A1"
"4629","GTF2A1L"
"4630","GTF2A2"
"4631","GTF2B"
"4632","GTF2E1"
"4633","GTF2E2"
"4634","GTF2F1"
"4635","GTF2F2"
"4636","GTF2H1"
"4637","GTF2H3"
"4638","GTF2H4"
"4639","GTF2H5"
"4640","GTF2I"
"4641","GTF2IRD1"
"4642","GTF2IRD2"
"4643","GTF2IRD2B"
"4644","GTF3A"
"4645","GTF3C1"
"4646","GTF3C2"
"4647","GTF3C3"
"4648","GTF3C4"
"4649","GTF3C5"
"4650","GTF3C6"
"4651","GTPBP1"
"4652","GTPBP10"
"4653","GTPBP2"
"4654","GTPBP3"
"4655","GTPBP4"
"4656","GTPBP6"
"4657","GTPBP8"
"4658","GTSE1"
"4659","GUCD1"
"4660","GUCY1A1"
"4661","GUF1"
"4662","GUK1"
"4663","GULP1"
"4664","GUSB"
"4665","GVQW2"
"4666","GVQW3"
"4667","GXYLT1"
"4668","GXYLT2"
"4669","GYG1"
"4670","GYG2"
"4671","GYPA"
"4672","GYPC"
"4673","GYS1"
"4674","GZF1"
"4675","GZMB"
"4676","GZMM"
"4677","H1F0"
"4678","H1FX"
"4679","H2AFJ"
"4680","H2AFV"
"4681","H2AFX"
"4682","H2AFY"
"4683","H2AFZ"
"4684","H3F3A"
"4685","H3F3B"
"4686","H3F3C"
"4687","H6PD"
"4688","HAAO"
"4689","HABP4"
"4690","HACD1"
"4691","HACD2"
"4692","HACD3"
"4693","HACD4"
"4694","HACE1"
"4695","HACL1"
"4696","HADH"
"4697","HADHA"
"4698","HADHB"
"4699","HAGH"
"4700","HAGHL"
"4701","HAMP"
"4702","HAPLN3"
"4703","HARBI1"
"4704","HARS"
"4705","HARS2"
"4706","HAS2"
"4707","HAS3"
"4708","HASPIN"
"4709","HAT1"
"4710","HAUS1"
"4711","HAUS2"
"4712","HAUS3"
"4713","HAUS4"
"4714","HAUS5"
"4715","HAUS6"
"4716","HAUS7"
"4717","HAUS8"
"4718","HAVCR2"
"4719","HAX1"
"4720","HBEGF"
"4721","HBP1"
"4722","HBS1L"
"4723","HCAR1"
"4724","HCCS"
"4725","HCFC1"
"4726","HCFC1R1"
"4727","HCFC2"
"4728","HCN2"
"4729","HCN3"
"4730","HCST"
"4731","HDAC1"
"4732","HDAC10"
"4733","HDAC11"
"4734","HDAC2"
"4735","HDAC3"
"4736","HDAC4"
"4737","HDAC5"
"4738","HDAC6"
"4739","HDAC7"
"4740","HDAC8"
"4741","HDAC9"
"4742","HDDC2"
"4743","HDDC3"
"4744","HDGF"
"4745","HDGFL2"
"4746","HDGFL3"
"4747","HDHD2"
"4748","HDHD3"
"4749","HDHD5"
"4750","HDLBP"
"4751","HDX"
"4752","HEATR1"
"4753","HEATR3"
"4754","HEATR4"
"4755","HEATR5A"
"4756","HEATR5B"
"4757","HEATR6"
"4758","HEBP1"
"4759","HEBP2"
"4760","HECA"
"4761","HECTD1"
"4762","HECTD2"
"4763","HECTD3"
"4764","HECTD4"
"4765","HECW1"
"4766","HECW2"
"4767","HEG1"
"4768","HELB"
"4769","HELLS"
"4770","HELQ"
"4771","HELZ"
"4772","HELZ2"
"4773","HEMK1"
"4774","HENMT1"
"4775","HERC1"
"4776","HERC2"
"4777","HERC3"
"4778","HERC4"
"4779","HERC5"
"4780","HERC6"
"4781","HERPUD1"
"4782","HERPUD2"
"4783","HES1"
"4784","HES2"
"4785","HES4"
"4786","HES6"
"4787","HES7"
"4788","HESX1"
"4789","HEXA"
"4790","HEXB"
"4791","HEXD"
"4792","HEXIM1"
"4793","HEXIM2"
"4794","HEY1"
"4795","HEY2"
"4796","HFE"
"4797","HFM1"
"4798","HGH1"
"4799","HGS"
"4800","HGSNAT"
"4801","HHAT"
"4802","HHEX"
"4803","HHIP"
"4804","HHLA1"
"4805","HHLA3"
"4806","HIBADH"
"4807","HIBCH"
"4808","HIC2"
"4809","HID1"
"4810","HIF1A"
"4811","HIF1AN"
"4812","HIF3A"
"4813","HIGD1A"
"4814","HIGD1B"
"4815","HIGD2A"
"4816","HIKESHI"
"4817","HILPDA"
"4818","HINFP"
"4819","HINT1"
"4820","HINT2"
"4821","HINT3"
"4822","HIP1"
"4823","HIP1R"
"4824","HIPK1"
"4825","HIPK2"
"4826","HIPK3"
"4827","HIRA"
"4828","HIRIP3"
"4829","HIST1H1B"
"4830","HIST1H1C"
"4831","HIST1H1E"
"4832","HIST1H2AB"
"4833","HIST1H2AC"
"4834","HIST1H2AD"
"4835","HIST1H2AE"
"4836","HIST1H2AG"
"4837","HIST1H2AH"
"4838","HIST1H2AI"
"4839","HIST1H2AJ"
"4840","HIST1H2AK"
"4841","HIST1H2AL"
"4842","HIST1H2AM"
"4843","HIST1H2BC"
"4844","HIST1H2BD"
"4845","HIST1H2BE"
"4846","HIST1H2BF"
"4847","HIST1H2BG"
"4848","HIST1H2BH"
"4849","HIST1H2BJ"
"4850","HIST1H2BK"
"4851","HIST1H2BL"
"4852","HIST1H2BM"
"4853","HIST1H2BN"
"4854","HIST1H2BO"
"4855","HIST1H3A"
"4856","HIST1H3B"
"4857","HIST1H3C"
"4858","HIST1H3D"
"4859","HIST1H3E"
"4860","HIST1H3F"
"4861","HIST1H3H"
"4862","HIST1H4A"
"4863","HIST1H4B"
"4864","HIST1H4C"
"4865","HIST1H4D"
"4866","HIST1H4E"
"4867","HIST1H4H"
"4868","HIST1H4I"
"4869","HIST1H4J"
"4870","HIST1H4K"
"4871","HIST2H2AA3"
"4872","HIST2H2AA4"
"4873","HIST2H2AB"
"4874","HIST2H2AC"
"4875","HIST2H2BE"
"4876","HIST2H2BF"
"4877","HIST2H3C"
"4878","HIST2H3D"
"4879","HIST2H3PS2"
"4880","HIST2H4A"
"4881","HIST2H4B"
"4882","HIST3H2A"
"4883","HIST3H2BB"
"4884","HIST4H4"
"4885","HIVEP1"
"4886","HIVEP2"
"4887","HIVEP3"
"4888","HJURP"
"4889","HK1"
"4890","HK2"
"4891","HKDC1"
"4892","HLA-A"
"4893","HLA-B"
"4894","HLA-C"
"4895","HLA-DMA"
"4896","HLA-DMB"
"4897","HLA-DOB"
"4898","HLA-DPA1"
"4899","HLA-DPB1"
"4900","HLA-DQA1"
"4901","HLA-DRA"
"4902","HLA-E"
"4903","HLA-F"
"4904","HLA-G"
"4905","HLCS"
"4906","HLTF"
"4907","HLX"
"4908","HM13"
"4909","HMBOX1"
"4910","HMBS"
"4911","HMCES"
"4912","HMCN1"
"4913","HMG20A"
"4914","HMG20B"
"4915","HMGA1"
"4916","HMGA2"
"4917","HMGB1"
"4918","HMGB2"
"4919","HMGB3"
"4920","HMGCL"
"4921","HMGCR"
"4922","HMGCS1"
"4923","HMGN1"
"4924","HMGN2"
"4925","HMGN3"
"4926","HMGN4"
"4927","HMGN5"
"4928","HMGXB3"
"4929","HMGXB4"
"4930","HMMR"
"4931","HMOX1"
"4932","HMOX2"
"4933","HMSD"
"4934","HNF4G"
"4935","HNMT"
"4936","HNRNPA0"
"4937","HNRNPA1"
"4938","HNRNPA1L2"
"4939","HNRNPA2B1"
"4940","HNRNPA3"
"4941","HNRNPAB"
"4942","HNRNPC"
"4943","HNRNPD"
"4944","HNRNPDL"
"4945","HNRNPF"
"4946","HNRNPH1"
"4947","HNRNPH2"
"4948","HNRNPH3"
"4949","HNRNPK"
"4950","HNRNPL"
"4951","HNRNPLL"
"4952","HNRNPM"
"4953","HNRNPR"
"4954","HNRNPU"
"4955","HNRNPUL1"
"4956","HNRNPUL2"
"4957","HOGA1"
"4958","HOMER1"
"4959","HOMER2"
"4960","HOMER3"
"4961","HOMEZ"
"4962","HOOK2"
"4963","HOOK3"
"4964","HOPX"
"4965","HOXA1"
"4966","HOXA10"
"4967","HOXA11"
"4968","HOXA13"
"4969","HOXA2"
"4970","HOXA3"
"4971","HOXA4"
"4972","HOXA5"
"4973","HOXA6"
"4974","HOXA7"
"4975","HOXB13"
"4976","HOXB2"
"4977","HOXB3"
"4978","HOXB4"
"4979","HOXB5"
"4980","HOXB6"
"4981","HOXB7"
"4982","HOXB8"
"4983","HOXB9"
"4984","HOXC10"
"4985","HOXC11"
"4986","HOXC13"
"4987","HOXC4"
"4988","HOXC5"
"4989","HOXC6"
"4990","HOXC8"
"4991","HOXC9"
"4992","HOXD1"
"4993","HOXD13"
"4994","HOXD3"
"4995","HOXD8"
"4996","HOXD9"
"4997","HP1BP3"
"4998","HPCAL1"
"4999","HPCAL4"
"5000","HPDL"
"5001","HPF1"
"5002","HPGD"
"5003","HPRT1"
"5004","HPS1"
"5005","HPS3"
"5006","HPS4"
"5007","HPS5"
"5008","HPS6"
"5009","HPSE"
"5010","HPX"
"5011","HR"
"5012","HRAS"
"5013","HRCT1"
"5014","HRG"
"5015","HRH1"
"5016","HRK"
"5017","HRNR"
"5018","HS1BP3"
"5019","HS2ST1"
"5020","HS6ST1"
"5021","HSBP1"
"5022","HSBP1L1"
"5023","HSCB"
"5024","HSD11B1L"
"5025","HSD17B1"
"5026","HSD17B10"
"5027","HSD17B11"
"5028","HSD17B12"
"5029","HSD17B13"
"5030","HSD17B14"
"5031","HSD17B4"
"5032","HSD17B6"
"5033","HSD17B7"
"5034","HSD17B8"
"5035","HSD3B1"
"5036","HSD3B2"
"5037","HSD3B7"
"5038","HSDL1"
"5039","HSDL2"
"5040","HSF1"
"5041","HSF2"
"5042","HSF2BP"
"5043","HSF4"
"5044","HSFX1"
"5045","HSP90AA1"
"5046","HSP90AB1"
"5047","HSP90B1"
"5048","HSPA12A"
"5049","HSPA13"
"5050","HSPA1A"
"5051","HSPA1B"
"5052","HSPA1L"
"5053","HSPA2"
"5054","HSPA4"
"5055","HSPA4L"
"5056","HSPA5"
"5057","HSPA6"
"5058","HSPA8"
"5059","HSPA9"
"5060","HSPB1"
"5061","HSPB11"
"5062","HSPBAP1"
"5063","HSPBP1"
"5064","HSPD1"
"5065","HSPE1"
"5066","HSPE1-MOB4"
"5067","HSPG2"
"5068","HSPH1"
"5069","HTATIP2"
"5070","HTATSF1"
"5071","HTD2"
"5072","HTN1"
"5073","HTN3"
"5074","HTR3B"
"5075","HTR7"
"5076","HTRA1"
"5077","HTRA2"
"5078","HTT"
"5079","HUS1"
"5080","HUS1B"
"5081","HUWE1"
"5082","HVCN1"
"5083","HYAL1"
"5084","HYAL2"
"5085","HYAL3"
"5086","HYAL4"
"5087","HYDIN"
"5088","HYI"
"5089","HYKK"
"5090","HYLS1"
"5091","HYOU1"
"5092","HYPK"
"5093","IAH1"
"5094","IARS"
"5095","IARS2"
"5096","IBA57"
"5097","IBTK"
"5098","ICA1"
"5099","ICA1L"
"5100","ICAM1"
"5101","ICAM2"
"5102","ICAM3"
"5103","ICAM5"
"5104","ICE1"
"5105","ICE2"
"5106","ICK"
"5107","ICMT"
"5108","ICOSLG"
"5109","ID1"
"5110","ID2"
"5111","ID3"
"5112","ID4"
"5113","IDE"
"5114","IDH1"
"5115","IDH2"
"5116","IDH3A"
"5117","IDH3B"
"5118","IDH3G"
"5119","IDI1"
"5120","IDNK"
"5121","IDO1"
"5122","IDS"
"5123","IDUA"
"5124","IER2"
"5125","IER3"
"5126","IER3IP1"
"5127","IER5"
"5128","IER5L"
"5129","IFFO1"
"5130","IFFO2"
"5131","IFI16"
"5132","IFI27"
"5133","IFI27L1"
"5134","IFI27L2"
"5135","IFI30"
"5136","IFI35"
"5137","IFI44"
"5138","IFI44L"
"5139","IFI6"
"5140","IFIH1"
"5141","IFIT1"
"5142","IFIT2"
"5143","IFIT3"
"5144","IFIT5"
"5145","IFITM10"
"5146","IFITM2"
"5147","IFITM3"
"5148","IFNAR1"
"5149","IFNAR2"
"5150","IFNGR1"
"5151","IFNGR2"
"5152","IFNLR1"
"5153","IFRD1"
"5154","IFRD2"
"5155","IFT122"
"5156","IFT140"
"5157","IFT172"
"5158","IFT20"
"5159","IFT22"
"5160","IFT27"
"5161","IFT43"
"5162","IFT46"
"5163","IFT52"
"5164","IFT57"
"5165","IFT74"
"5166","IFT80"
"5167","IFT81"
"5168","IFT88"
"5169","IGBP1"
"5170","IGDCC4"
"5171","IGF1R"
"5172","IGF2BP1"
"5173","IGF2BP2"
"5174","IGF2BP3"
"5175","IGF2R"
"5176","IGFBP2"
"5177","IGFBP3"
"5178","IGFBP4"
"5179","IGFBP5"
"5180","IGFBP6"
"5181","IGFBP7"
"5182","IGFL4"
"5183","IGFLR1"
"5184","IGHMBP2"
"5185","IGIP"
"5186","IGSF10"
"5187","IGSF11"
"5188","IGSF22"
"5189","IGSF3"
"5190","IGSF6"
"5191","IGSF8"
"5192","IK"
"5193","IKBIP"
"5194","IKBKB"
"5195","IKBKE"
"5196","IKBKG"
"5197","IKZF2"
"5198","IKZF3"
"5199","IKZF4"
"5200","IKZF5"
"5201","IL10RB"
"5202","IL11"
"5203","IL11RA"
"5204","IL12A"
"5205","IL12RB1"
"5206","IL12RB2"
"5207","IL13RA1"
"5208","IL15"
"5209","IL15RA"
"5210","IL16"
"5211","IL17D"
"5212","IL17RA"
"5213","IL17RB"
"5214","IL17RC"
"5215","IL17RD"
"5216","IL17RE"
"5217","IL18"
"5218","IL18BP"
"5219","IL18R1"
"5220","IL1B"
"5221","IL1R1"
"5222","IL1RAP"
"5223","IL1RAPL1"
"5224","IL20RB"
"5225","IL23A"
"5226","IL24"
"5227","IL27RA"
"5228","IL2RB"
"5229","IL2RG"
"5230","IL32"
"5231","IL34"
"5232","IL3RA"
"5233","IL4I1"
"5234","IL4R"
"5235","IL6"
"5236","IL6R"
"5237","IL6ST"
"5238","IL7"
"5239","IL7R"
"5240","ILF2"
"5241","ILF3"
"5242","ILK"
"5243","ILKAP"
"5244","ILRUN"
"5245","ILVBL"
"5246","IMMP1L"
"5247","IMMP2L"
"5248","IMMT"
"5249","IMP3"
"5250","IMP4"
"5251","IMPA1"
"5252","IMPA2"
"5253","IMPACT"
"5254","IMPAD1"
"5255","IMPDH1"
"5256","IMPDH2"
"5257","INAFM1"
"5258","INAFM2"
"5259","INAVA"
"5260","INCA1"
"5261","INCENP"
"5262","INF2"
"5263","ING1"
"5264","ING2"
"5265","ING3"
"5266","ING4"
"5267","ING5"
"5268","INHA"
"5269","INHBA"
"5270","INHBE"
"5271","INIP"
"5272","INKA1"
"5273","INO80"
"5274","INO80B"
"5275","INO80C"
"5276","INO80D"
"5277","INO80E"
"5278","INPP1"
"5279","INPP4A"
"5280","INPP4B"
"5281","INPP5A"
"5282","INPP5B"
"5283","INPP5D"
"5284","INPP5E"
"5285","INPP5F"
"5286","INPP5K"
"5287","INPPL1"
"5288","INSIG1"
"5289","INSIG2"
"5290","INSL6"
"5291","INSR"
"5292","INTS1"
"5293","INTS10"
"5294","INTS11"
"5295","INTS12"
"5296","INTS13"
"5297","INTS14"
"5298","INTS2"
"5299","INTS3"
"5300","INTS4"
"5301","INTS5"
"5302","INTS6"
"5303","INTS6L"
"5304","INTS7"
"5305","INTS8"
"5306","INTS9"
"5307","INTU"
"5308","INVS"
"5309","IP6K1"
"5310","IP6K2"
"5311","IP6K3"
"5312","IPMK"
"5313","IPO11"
"5314","IPO13"
"5315","IPO4"
"5316","IPO5"
"5317","IPO7"
"5318","IPO8"
"5319","IPO9"
"5320","IPP"
"5321","IPPK"
"5322","IQCB1"
"5323","IQCC"
"5324","IQCD"
"5325","IQCE"
"5326","IQCF3"
"5327","IQCG"
"5328","IQCH"
"5329","IQCK"
"5330","IQCM"
"5331","IQCN"
"5332","IQGAP1"
"5333","IQGAP2"
"5334","IQGAP3"
"5335","IQSEC1"
"5336","IQSEC2"
"5337","IRAK1"
"5338","IRAK1BP1"
"5339","IRAK2"
"5340","IRAK4"
"5341","IREB2"
"5342","IRF1"
"5343","IRF2"
"5344","IRF2BP1"
"5345","IRF2BP2"
"5346","IRF2BPL"
"5347","IRF3"
"5348","IRF4"
"5349","IRF5"
"5350","IRF7"
"5351","IRF9"
"5352","IRGM"
"5353","IRGQ"
"5354","IRS1"
"5355","IRS2"
"5356","IRX3"
"5357","IRX5"
"5358","IRX6"
"5359","ISCA1"
"5360","ISCA2"
"5361","ISCU"
"5362","ISG15"
"5363","ISG20"
"5364","ISG20L2"
"5365","ISL1"
"5366","ISLR2"
"5367","ISOC1"
"5368","ISOC2"
"5369","IST1"
"5370","ISY1"
"5371","ISYNA1"
"5372","ITCH"
"5373","ITFG1"
"5374","ITFG2"
"5375","ITGA1"
"5376","ITGA10"
"5377","ITGA11"
"5378","ITGA2"
"5379","ITGA2B"
"5380","ITGA3"
"5381","ITGA4"
"5382","ITGA5"
"5383","ITGA6"
"5384","ITGA7"
"5385","ITGA9"
"5386","ITGAD"
"5387","ITGAE"
"5388","ITGAL"
"5389","ITGAM"
"5390","ITGAV"
"5391","ITGAX"
"5392","ITGB1"
"5393","ITGB1BP1"
"5394","ITGB1BP2"
"5395","ITGB2"
"5396","ITGB3"
"5397","ITGB3BP"
"5398","ITGB4"
"5399","ITGB5"
"5400","ITGB7"
"5401","ITGB8"
"5402","ITGBL1"
"5403","ITIH3"
"5404","ITIH4"
"5405","ITK"
"5406","ITM2B"
"5407","ITM2C"
"5408","ITPA"
"5409","ITPK1"
"5410","ITPKA"
"5411","ITPKB"
"5412","ITPKC"
"5413","ITPR1"
"5414","ITPR2"
"5415","ITPR3"
"5416","ITPRID2"
"5417","ITPRIP"
"5418","ITPRIPL2"
"5419","ITSN1"
"5420","ITSN2"
"5421","IVD"
"5422","IVNS1ABP"
"5423","IWS1"
"5424","IZUMO1"
"5425","IZUMO2"
"5426","IZUMO4"
"5427","JADE1"
"5428","JADE2"
"5429","JADE3"
"5430","JAG1"
"5431","JAGN1"
"5432","JAK1"
"5433","JAK2"
"5434","JAK3"
"5435","JAM2"
"5436","JAM3"
"5437","JARID2"
"5438","JAZF1"
"5439","JDP2"
"5440","JHY"
"5441","JKAMP"
"5442","JMJD1C"
"5443","JMJD4"
"5444","JMJD6"
"5445","JMJD7"
"5446","JMJD7-PLA2G4B"
"5447","JMJD8"
"5448","JMY"
"5449","JOSD1"
"5450","JOSD2"
"5451","JPH1"
"5452","JPH2"
"5453","JPT1"
"5454","JPT2"
"5455","JRK"
"5456","JRKL"
"5457","JSRP1"
"5458","JTB"
"5459","JUN"
"5460","JUNB"
"5461","JUND"
"5462","JUP"
"5463","KALRN"
"5464","KANK1"
"5465","KANK2"
"5466","KANSL1"
"5467","KANSL1L"
"5468","KANSL2"
"5469","KANSL3"
"5470","KARS"
"5471","KAT14"
"5472","KAT2A"
"5473","KAT2B"
"5474","KAT5"
"5475","KAT6A"
"5476","KAT6B"
"5477","KAT7"
"5478","KAT8"
"5479","KATNA1"
"5480","KATNAL1"
"5481","KATNAL2"
"5482","KATNB1"
"5483","KATNBL1"
"5484","KAZALD1"
"5485","KAZN"
"5486","KBTBD2"
"5487","KBTBD3"
"5488","KBTBD4"
"5489","KBTBD6"
"5490","KBTBD7"
"5491","KBTBD8"
"5492","KCMF1"
"5493","KCNAB1"
"5494","KCNAB2"
"5495","KCNAB3"
"5496","KCNB1"
"5497","KCNC1"
"5498","KCNC4"
"5499","KCND1"
"5500","KCNE4"
"5501","KCNG1"
"5502","KCNH1"
"5503","KCNH3"
"5504","KCNIP2"
"5505","KCNIP3"
"5506","KCNIP4"
"5507","KCNJ10"
"5508","KCNJ13"
"5509","KCNJ14"
"5510","KCNJ16"
"5511","KCNJ2"
"5512","KCNJ3"
"5513","KCNK15"
"5514","KCNK2"
"5515","KCNK6"
"5516","KCNK7"
"5517","KCNMA1"
"5518","KCNMB3"
"5519","KCNMB4"
"5520","KCNN2"
"5521","KCNN4"
"5522","KCNQ5"
"5523","KCNRG"
"5524","KCNS3"
"5525","KCNT2"
"5526","KCP"
"5527","KCTD1"
"5528","KCTD10"
"5529","KCTD11"
"5530","KCTD12"
"5531","KCTD13"
"5532","KCTD15"
"5533","KCTD17"
"5534","KCTD18"
"5535","KCTD19"
"5536","KCTD2"
"5537","KCTD20"
"5538","KCTD21"
"5539","KCTD3"
"5540","KCTD5"
"5541","KCTD6"
"5542","KCTD7"
"5543","KCTD9"
"5544","KDELR1"
"5545","KDELR2"
"5546","KDELR3"
"5547","KDM1A"
"5548","KDM1B"
"5549","KDM2A"
"5550","KDM2B"
"5551","KDM3A"
"5552","KDM3B"
"5553","KDM4A"
"5554","KDM4B"
"5555","KDM4C"
"5556","KDM4D"
"5557","KDM5A"
"5558","KDM5B"
"5559","KDM5C"
"5560","KDM5D"
"5561","KDM6A"
"5562","KDM6B"
"5563","KDM7A"
"5564","KDM8"
"5565","KDSR"
"5566","KEAP1"
"5567","KEL"
"5568","KHDC1"
"5569","KHDC4"
"5570","KHDRBS1"
"5571","KHDRBS3"
"5572","KHK"
"5573","KHNYN"
"5574","KHSRP"
"5575","KIAA0040"
"5576","KIAA0100"
"5577","KIAA0232"
"5578","KIAA0319L"
"5579","KIAA0355"
"5580","KIAA0408"
"5581","KIAA0513"
"5582","KIAA0556"
"5583","KIAA0586"
"5584","KIAA0753"
"5585","KIAA0825"
"5586","KIAA0895"
"5587","KIAA0895L"
"5588","KIAA0930"
"5589","KIAA1109"
"5590","KIAA1143"
"5591","KIAA1147"
"5592","KIAA1191"
"5593","KIAA1211"
"5594","KIAA1217"
"5595","KIAA1257"
"5596","KIAA1324L"
"5597","KIAA1328"
"5598","KIAA1522"
"5599","KIAA1549"
"5600","KIAA1549L"
"5601","KIAA1586"
"5602","KIAA1614"
"5603","KIAA1671"
"5604","KIAA1755"
"5605","KIAA1841"
"5606","KIAA1958"
"5607","KIAA2013"
"5608","KIAA2026"
"5609","KIDINS220"
"5610","KIF11"
"5611","KIF12"
"5612","KIF13A"
"5613","KIF13B"
"5614","KIF14"
"5615","KIF15"
"5616","KIF16B"
"5617","KIF17"
"5618","KIF18A"
"5619","KIF18B"
"5620","KIF1B"
"5621","KIF1BP"
"5622","KIF1C"
"5623","KIF20A"
"5624","KIF20B"
"5625","KIF21A"
"5626","KIF22"
"5627","KIF23"
"5628","KIF24"
"5629","KIF27"
"5630","KIF2A"
"5631","KIF2C"
"5632","KIF3A"
"5633","KIF3B"
"5634","KIF3C"
"5635","KIF4A"
"5636","KIF5B"
"5637","KIF5C"
"5638","KIF6"
"5639","KIF7"
"5640","KIF9"
"5641","KIFAP3"
"5642","KIFC1"
"5643","KIFC2"
"5644","KIFC3"
"5645","KIN"
"5646","KIRREL1"
"5647","KIRREL3"
"5648","KIT"
"5649","KITLG"
"5650","KIZ"
"5651","KLC1"
"5652","KLC2"
"5653","KLC3"
"5654","KLC4"
"5655","KLF10"
"5656","KLF11"
"5657","KLF12"
"5658","KLF13"
"5659","KLF14"
"5660","KLF15"
"5661","KLF16"
"5662","KLF2"
"5663","KLF3"
"5664","KLF4"
