"V1"
"MT2A"
"CRYAB"
"GEM"
"SOD2"
"EEF1A1"
"EIF1"
"MAT2A"
"CXCL8"
"EMP1"
"RPS27"
"FTH1"
"THBS1"
"CREM"
"VIM"
"TPT1"
"RPL21"
"PRNP"
"RPLP1"
"TAGLN"
"B2M"
"RHOB"
"MCL1"
"ZFP36L1"
"RPS27A"
"PCP4"
"TMSB4X"
"RPL34"
"RPL30"
"RPL35A"
"INSIG1"
"HSP90AA1"
"TIMP3"
"C11orf96"
"FTL"
"HSP90AB1"
"TIMP2"
"CXCL1"
"ERRFI1"
"PTMA"
"S100A6"
"CSF3"
"MYLK"
"PMEPA1"
"LGALS1"
"DDX21"
"IER3"
"TXN"
"PTGDS"
"RPL23A"
"APOD"
"CEBPB"
"PTGS2"
"RPL32"
"CD44"
"LIF"
"FOSB"
"TNFAIP6"
"EIF4G2"
"ANXA5"
"RPL41"
"RPL10"
"TMSB10"
"HMOX1"
"RPS12"
"ATF4"
"PHLDA1"
"DDX3X"
"SPARCL1"
"MAP1LC3B"
"MGP"
"ACTA2"
"RPL13A"
"RPL31"
"RPL7"
"RPL37A"
"AMD1"
"RPL9"
"MYL6"
"RPL24"
"HNRNPH1"
"TXNRD1"
"MYH11"
"DCN"
"THBS2"
"SFRP4"
"H3F3B"
"GPRC5A"
"IL6"
"RYBP"
"MYC"
"RND3"
"CTSL"
"PTP4A1"
"IL1R1"
"MT1A"
"RPS6"
"GJA1"
"CRISPLD2"
"RPL11"
"UAP1"
"SLC38A2"
"NCL"
"RPS3A"
"MAFF"
"IGFBP4"
"FBLN1"
"ETS2"
"TPM2"
"CXCL2"
"PLPP3"
"MYL9"
"RPS24"
"MEDAG"
"KLHL21"
"RPS18"
"GREM1"
"SQSTM1"
"TSC22D1"
"KLF10"
"TPM4"
"SLC39A14"
"ODC1"
"BAG3"
"RPLP2"
"CCL2"
"RTN4"
"CDKN1A"
"ATP2A2"
"FOSL1"
"RPS25"
"HSPB8"
"CHMP1B"
"RPS19"
"FAU"
"RPS11"
"CD55"
"FOS"
"CLIC4"
"MINOS1"
"CHSY1"
"ATP13A3"
"PEA15"
"YBX1"
"MMP2"
"RPS14"
"NR4A3"
"VEGFA"
"RPL9P9"
"KLF4"
