RP5-857K21.4
C4BPA
CD55
CD46
MIR205HG
LAMB3
C1orf74
IRF6
DIEXF
RP11-543B16.1
RP11-15I11.3
NENF
ATF3
SMYD2
KCTD3
RPS15AP12
MARK1
HDAC1P2
MARC1
HHIPL2
BROX
TLR5
RP11-504P24.6
RP11-365O16.5
TMEM63A
PYCR2
RP11-396C23.2
WNT9A
C1orf145
RHOU
RP5-1061H20.4
RAB4A
ACTA1
CAPN9
ARV1
COA6
RP4-781K5.8
GPR137B
EDARADD
ENO1P1
MTRNR2L11
AL646016.1
GREM2
RP11-80B9.4
FCF1P7
RP11-278H7.4
C1orf101
RP11-439E19.9
RP11-439E19.7
SCCPDH
ZNF692
SH3YL1
AC093326.3
ADI1
RPS7
CMPK2
ID2
ITGB1BP1
IAH1
GRHL1
AC092635.1
MYCNUN
FAM49A
KCNS3
AC098828.2
SDC1
RHOB
GDF7
AC012065.7
AC018742.1
AC096570.2
FKBP1B
ITSN2
PTRHD1
PTGES3P2
RAB10
AC011742.3
HADHA
HADHB
OST4
ATRAID
SNX17
ZNF513
KRTCAP3
FOSL2
PLB1
PPP1CB
YPEL5
CAPN13
CAPN14
EHD3
KRT18P52
LINC00486
MYADML
STRN
GPATCH11
AC007390.5
RPLP0P6
SRSF7
AC009413.2
AC016735.2
ZFP36L2
AC012354.8
EPAS1
ATP6V1E2
RHOQ
PIGF
CRIPT
AC079250.1
SPTBN1
RTN4
RPS27A
MTIF2
REL
PEX13
RPS4XP5
PELI1
AC008074.4
AFTPH
SERTAD2
AC007318.5
ACTR2
PLEK
RP11-427H3.3
TEX261
OR7E91P
NAGK
EXOC6B
SPR
SMYD5
PRADC1
EGR4
DUSP11
ACTG2
DGUOK
MOB1A
HMGA1P8
INO80B
WBP1
MRPL53
DQX1
AUP1
HK2
POLE4
AC105399.2
AC012494.1
AC084193.1
MTND5P27
TRABD2A
RETSAT
CAPG
GGCX
VAMP8
RNF181
ATOH8
ST3GAL5
AC012671.2
RPIA
AC027612.3
AC027612.4
ZNF514
AC092835.2
PROM2
RP11-440D17.3
AC009237.8
RP11-440D17.4
FAHD2CP
ASTL
DUSP2
TMEM127
FAHD2B
COX5B
ZAP70
INPP4A
UNC50
MGAT4A
KIAA1211L
NPAS2
RPL31
TBC1D8
CNOT11
RNF149
AC092570.2
IL1RL1
IL18R1
SLC9A4
SLC9A2
MFSD9
RP11-76I14.1
AC096554.1
TGFBRAP1
C2orf49
UXS1
EEF1A1P12
AC096669.2
SLC5A7
SULT1C2P1
GCC2
SOWAHC
AC013268.5
LINC00116
ACOXL
RPL5P9
AC104651.1
TMEM87B
CHCHD5
SLC20A1
IL1A
IL1B
IL1RN
PSD4
RP11-141B14.1
STEAP3
DBI
MTND3P10
AC018737.6
MKI67IP
AC062020.1
AC097499.1
AC023347.1
AC013474.4
AC114783.1
AC079776.1
AC079776.7
RAB6C
AC018804.6
CCDC115
IMP4
PTPN18
ARHGEF4
GPR39
TMEM163
CCNT2
HNMT
AC097721.2
ARHGAP15
AC010090.1
AC062031.1
MMADHC
RND3
AC104777.2
NMI
RPRM
AC093375.1
NR4A2
GPD2
RP11-546J1.1
BTF3L4P2
LY75
ITGB6
IFIH1
GCA
KCNH7
GALNT3
AC009495.2
SCN9A
NOSTRIN
DHRS9
AC007405.4
EIF2S2P4
AC007969.5
ATP5G3
AC009336.24
AC016739.2
AC017048.2
NFE2L2
RPS6P2
NCKAP1
AC093639.1
FSIP2
AC068718.1
INPP1
MFSD6
RP11-762E8.1
STK17B
PGAP1
AC017035.2
COQ10B
MOB4
NDUFB3
CFLAR
CASP10
CASP8
AC007256.5
EEF1B2
IDH1
AC093381.2
IKZF2
RP11-105N14.1
AC016708.2
RPL37A
CXCR2
ARPC2
AAMP
TMBIM1
WNT6
WNT10A
FEV
CNPPD1
FAM134A
DNPEP
GMPPA
CHPF
STK11IP
AC009502.4
SCG2
AP1S3
AC019109.1
NYAP2
RP11-314B1.2
IRS1
SP140
SP140L
SP100
AC018738.2
KCNJ13
INPP5D
UGT1A1
UGT1A10
UGT1A7
UGT1A6
AC097713.4
MLPH
LRRFIP1
PER2
NDUFA10
MYEOV2
GPC1
AC110619.2
ANKMY1
DUSP28
RNPEPL1
C2orf54
PPP1R7
HDLBP
FARP2
RP11-367H1.1
D2HGDH
RP11-204C23.1
IL5RA
BHLHE40
ARL8B
EDEM1
ARPC4
IL17RC
BRK1
IRAK2
HRH1
PPARG
AC091492.2
TMEM40
RPL32
TMEM43
RP11-44D5.1
RP11-669C19.1
RPL24P7
RPL15
TOP2B
NGLY1
OXSM
AC098614.2
AC092415.1
AC093142.2
RPL21P40
GPD1L
CMTM6
TMPPE
PDCD6IP
AC018359.3
HSPD1P6
ITGA9
RPL21P135
VILL
PLCD1
DLEC1
MYD88
OXSR1
GORASP1
CSRNP1
RPSA
ENTPD3
RPL14
RP11-761N21.2
TRAK1
LYZL4
VIPR1
HIGD1A
ACKR2
CYP8B1
ZNF662
ABHD5
CDCP1
TMEM158
LIMD1
CCRL2
ALS2CL
CCDC12
NBEAL2
PTPN23
SCAP
NME6
CCDC51
TREX1
SHISA5
DALRD3
NDUFAF3
IMPDH2
QARS
CCDC71
KLHDC8B
USP4
GPX1
RHOA
APEH
RNF123
GMPPB
FAM212A
UBA7
SEMA3F
GNAI2
U73169.1
ZMYND10
RP11-804H8.6
PARP3
GPR62
RPL29
TWF2
BAP1
GNL3
SPCS1
PRKCD
RPS15P5
WNT5A
ASB14
PDE12
ARF4
RP11-755B10.3
FLNB
FAM3D
RPL10AP6
C3orf14
THOC7
EOGT
ARL6IP5
RP11-20B7.1
CNTN3
HNRNPA3P6
ALG1L6P
ENPP7P2
CTD-2026G6.3
VGLL3
CHMP2B
DHFRL1
MTRNR2L12
CRYBG3
MINA
TOMM70A
RP11-234A1.1
RPL24
RP11-221J22.2
ALCAM
CD47
TRAT1
MORC1
CD96
RP11-615J4.3
RP11-402J7.2
TMPRSS7
C3orf52
GCSAM
SIDT1
ZBTB20-AS2
ZBTB20-AS3
RP11-484M3.5
UPK1B
B4GALT4
TIMMDC1
NDUFB4
HCLS1
GOLGB1
IQCB1
CSTA
FAM162A
DTX3L
PARP15
PARP14
RP11-67L2.2
RP11-379B18.6
ENPP7P4
FAM86JP
PLXNA1
SEC61A1
POU5F1P6
RAB7A
ACAD9
MBD4
RP11-263I1.1
TMCC1
AC083799.1
NUDT16P
DNAJC13
COPB2
PAQR9
C3orf58
PLSCR1
RP11-501O2.4
AGTR1
CPA3
GYG1
CP
TM4SF18
RNF13
PFN2
AC117395.1
RP11-167H9.6
RP11-483E7.1
TSC22D2
SERP1
EIF2A
SIAH2
GPR87
P2RY1
RAP2B
RP11-292E2.1
VN2R1P
TIPARP
LINC00886
RARRES1
MFSD1
RP11-379F4.1
KRT8P12
ARL14
SPTSSB
RP11-3P17.3
CT64
RP11-368I23.3
RP11-641D5.1
SAMD7
GPR160
NCEH1
RP11-393N4.2
NDUFB5
RP11-420J11.1
RP11-496B10.3
DNAJC19
RP11-275H4.1
ATP11B
MCCC1
B3GNT5
KLHL6
ABCC5
HSP90AA5P
EIF2B5
RP11-778D9.4
ABCF3
ALG3
EIF4G1
RPL4P4
TMEM41A
LIPH
RP11-537I16.2
EIF4A2
RTP4
RP11-211G3.3
BCL6
RP11-30O15.1
TP63
OSTN
RP11-699L21.1
HES1
LRRC15
LSG1
ACAP2
PPP1R2
AC124944.5
TNK2
TFRC
LINC00885
PIGZ
BDH1
RP11-803P9.1
AC144530.1
RPL35A
RP11-478C6.4
PIGG
MYL5
GAK
TMEM175
DGKQ
IDUA
UVSSA
RP11-1398P2.1
FGFR3
TNIP2
ADD1
MFSD10
NOP14
LRPAP1
MAN2B2
RP11-539L10.3
RP11-539L10.2
S100P
BLOC1S4
GRPEL1
RP11-774O3.3
ACOX3
TRMT44
ENPP7P10
RNPS1P1
HS3ST1
RP11-281P23.1
RP11-352E6.2
CD38
SEL1L3
AC007106.1
RP11-123O22.1
RP11-9D8.1
PGM2
RP11-177C12.1
TBC1D1
KLF3
TMEM156
RPL9
LIAS
SMIM14
RP11-333E13.4
RBM47
RP11-814H16.2
RAC1P2
GABRA4
NIPAL1
CNGA1
RP11-241F15.3
SPATA18
USP46
USP46-AS1
RP11-177B4.1
RP11-752D24.3
RASL11B
TMEM165
HOPX
NOA1
RP11-319E12.1
RP11-340A13.2
RP11-593F5.2
RP11-621K7.1
EXOC5P1
LARP1BP1
RP11-408P14.1
UGT2B15
RP11-468N14.13
AMTN
GRSF1
RASSF6
IL8
CXCL3
BTC
PARM1
RP11-44F21.5
G3BP2
SCARB2
FAM47E
FAM47E-STBD1
CCDC158
SOWAHB
RP11-777B9.5
PRDM8
BMP3
RP11-791G16.2
SLC10A6
AFF1
TECRP1
PYURF
TIGD2
HPGDS
METAP1
ADH4
ADH1B
DAPP1
LAMTOR3
BANK1
LRRC37A15P
RP11-556I14.2
AIMP1
RP11-713M6.2
HADH
RPL34
CASP6
GAR1
ELOVL6
C4orf32
RP11-73K9.3
TIFA
SNHG8
C4orf3
KLHL2P1
PGRMC2
RP11-420A23.1
C4orf33
RP11-745L13.2
RP11-149A7.2
MGST2
RP11-102N12.3
ZNF330
USP38
HSPD1P5
ABCE1
ARHGAP10
RP11-563M4.1
DCLK2
RPS3A
FAM160A1
TMEM154
ARFIP1
RBM46
CTSO
FAM198B
TMEM144
RP11-597D13.7
ETFDH
RP11-366M4.2
MSMO1
ANXA10
DDX60L
CLCN3
PTGES3P3
MFAP3L
RP11-789C1.1
RP11-51M24.1
HPGD
RP11-440I14.2
VTI1BP2
RP11-290F5.2
IRF2
RP11-326I11.3
ACSL1
ANKRD37
TLR3
FAT1
HSP90AA4P
CCDC127
PDCD6
BRD9
RP11-43F13.4
NKD2
LPCAT1
CTD-2012J19.3
MED10
CTD-2044J15.2
RP11-332J15.1
RP11-417J1.3
SNHG18
RPL30P7
CTNND2
RP11-308B16.2
ZNF622
BASP1
RP11-360I2.1
C5orf17
RP11-184E9.1
CTD-2290C23.2
CTD-2218G20.1
RP11-36C20.1
SLC1A3
RPS4XP6
RPL37
CARD6
HMGCS1
CCL28
HCN1
CTD-2203A3.1
RP11-94D20.1
RP11-289K10.1
DHX29
SKIV2L2
CTD-2031P19.4
PLK2
PART1
SMIM15
LRRC70
RP11-307L14.2
MAST4
CTC-340D7.1
7SK
CCDC125
RP11-848G14.2
MCCC2
BTF3
ANKRA2
NSA2
RPL27AP5
RP11-229C3.2
HMGCR
CTC-366B18.4
RP11-466P24.2
WDR41
SERINC5
MTRNR2L2
RPS23
CTD-2110K23.1
RPL5P17
COX7C
CTD-2316B1.1
MTND5P12
ELL2
RP11-254I22.1
PCSK1
CAST
ERAP1
ERAP2
AC008834.1
MTND5P10
RP11-475J5.6
RP11-475J5.10
RP11-475J5.4
RP11-346J10.1
EIF3KP1
REEP5
PGGT1B
CTNNAP1
TMED7
ATG12
CTD-2287O16.1
CTB-118N6.1
RPS17P2
RP11-2N5.1
TNFAIP8
HSD17B4
RP11-166A12.1
RP11-436H11.1
GRAMD3
IL5
RAD50
CCNI2
SEPT8
SOWAHA
SHROOM1
UQCRQ
LEAP2
AC010240.2
HSPA4
FSTL4
VDAC1
SAR1B
MTND6P4
MTND4P12
MIR4461
CTB-36O1.3
PITX1
AC011431.1
TMEM173
PURA
CYSTM1
HBEGF
SLC35A4
WDR55
DND1
ZMAT2
AC005618.1
FCHSD1
ARAP3
PCDH1
GNPDA1
HMHB1
LARS
SPINK1
SH3TC2
CTC-529P8.1
ABLIM3
IL17B
CSNK1A1
PPARGC1B
CDX1
CD74
RPS14
IRGM
TNIP1
CCDC69
GM2A
MED7
NIPAL4
C5orf52
CLINT1
ATP10B
GABRA1
CCNG1
MAT2B
CTC-207P7.1
CTB-63M22.1
CTC-575D19.1
FBXW11
STK10
CTB-79E8.3
DUSP1
ATP6V0E1
CTB-164N12.1
RP11-267A15.3
MSX2
CTD-2532K18.1
HIGD2A
CLTB
RNF44
SNCB
TSPAN17
LMAN2
RP11-1277A3.3
TMED9
MGAT4B
SQSTM1
RP11-252I14.1
MGAT1
LINC00847
GNB2L1
AL033381.1
FOXQ1
FOXF2
SERPINB1
RP11-420G6.4
SLC22A23
RPP40
C6orf52
ADTRP
EDN1
RPL15P3
NOL7
MYLIP
C6orf62
GMNN
TRIM38
HIST1H1C
HFE
HIST1H2BC
HIST1H2AC
BTN3A2
BTN3A1
BTN3A3
HMGN4
PRSS16
ZNF165
OR11A1
HLA-J
PPP1R11
RPP21
TMPOP1
HLA-E
MRPS18B
DPCR1
TCF19
POU5F1
HLA-C
HLA-B
MICB
C6orf47
CLIC1
VARS
HSPA1B
SLC44A4
CYP21A2
ATF6B
GPSM3
HLA-DRA
HLA-DRB6
HLA-DRB1
TAP2
PSMB8
TAP1
HLA-DMA
HLA-DPB2
RXRB
HSD17B8
RPS18
B3GALT4
RGL2
TAPBP
ZBTB22
RPL12P1
ITPR3
C6orf1
RPS10
PACSIN1
SPDEF
DEF6
RPL10A
TEAD3
RP3-340B19.2
MAPK13
ETV7
STK38
CDKN1A
C6orf89
MTCH1
COX6A1P2
RPL12P2
PIM1
GLO1
SAYSD1
RP11-328M4.3
MDFI
PRICKLE4
CCND3
RP11-7K24.3
C6orf132
RP1-139D8.6
TRERF1
PEX6
MEA1
KLHDC3
DLK2
YIPF3
MAD2L1BP
TMEM63B
SLC29A1
TCTE1
ENPP4
GPR110
TNFRSF21
RP11-812I20.2
GPR115
RHAG
CRISP3
CRISP1
RPS17P5
TMEM14A
GCLC
RP11-411K7.1
MTRNR2L9
NUFIP1P
C6orf57
DDX43
EEF1A1
SLC17A5
COX7A2
TMEM30A
SH3BGRL2
RP11-250B2.6
FAM46A
CYB5R4
SNX14
C6orf165
SLC35A1
PNRC1
MANEA
UFL1
RP1-199J3.5
ASCC3
PDSS2
SNX3
RP3-466I7.1
SESN1
CD164
SMPD2
MICAL1
FIG4
RP11-346D19.1
RP11-367G18.2
RP11-367G18.1
MARCKS
HS3ST5
RP3-399L15.1
COL10A1
TSPYL1
FAM26F
RFX6
RP11-632C17__A.1
CTAGE9
VNN2
RPS12
CTA-31J9.2
MAP3K5
RP11-55K22.2
IL20RA
PERP
KIAA1244
MARCKSL1P2
HEBP2
NHSL1
ABRACL
HECA
CITED2
GPR126
RP11-440G9.1
HIVEP2
FUCA2
PHACTR2
SF3B5
STX11
GRM1
RP3-337D23.3
UST
LRP11
RP11-291C6.1
RP1-99E18.2
ZBTB2
RP11-475C16.1
TMEM181
EZR
C6orf99
MRPL18
LPA
PLG
RP11-235G24.1
PDE10A
RP4-655C5.4
RNASET2
TCP10L2
THBS2
PDCD2
AC226118.1
MAFK
TMEM184A
PSMG3
AMZ1
CARD11
AP5Z1
RBAK-RBAKDN
RP11-1275H24.1
RP11-1275H24.3
ANKRD61
RAC1
KDELR2
RSPH10B2
RP5-1159O4.2
AC007161.5
ICA1
AGMO
BZW2
TSPAN13
AGR2
AGR3
AHR
AC019117.1
AC019117.2
AC017060.1
RPL23P8
TOMM7
KLHL7-AS1
GPNMB
CYCS
SKAP2
TPM3P4
TAX1BP1
PPP1R17
TBX20
GPR141
DBNL
NUDCD3
AC004453.8
TMED4
PPIA
MYO1G
TBRG4
RAMP3
IGFBP3
HUS1
PKD1L1
UPP1
ABCA13
RP11-806J6.1
MRPS17
SUMF2
CHCHD2
RP13-492C18.2
RP11-760D2.7
ZNF716
RP11-196D18.2
RP11-196D18.5
SEPT7P5
RP5-1132H15.3
ASL
CRCP
RPL35P5
RABGEF1
RP4-736H5.3
GTF2IRD2P1
DNAJC30
ABHD11
CLDN4
POR
MDH2
AC005077.12
HSPB1
ZP3
DTX2
CD36
SEMA3C
SEMA3E
TP53TG1
CROT
SRI
STEAP4
AC002069.5
AC002127.4
STEAP1
STEAP2
CYP51A1
SAMD9
SAMD9L
AC002075.4
RPS3AP29
OR7E38P
LMTK2
BAIAP2L1
AC074121.4
SMURF1
MYH16
ARPC1B
BUD31
ZNF394
FAM200A
CYP3A5
TRIM4
COPS6
LAMTOR4
TSC22D4
TFR2
GNB2
MUC12
TRIM56
SERPINE1
AP1S1
POLR2J
POLR2J3
SLC26A5
SYPL1
NAMPT
PIK3CG
PNPLA8
IFRD1
AC002463.3
LINC00998
MDFIC
AC068610.3
CAV1
KCND2
RP5-1106E3.1
ZNF800
LEP
HILPDA
FAM71F2
IRF5
TNPO3
TSGA13
AC009365.3
AKR1B10
BPGM
CHRM2
AC009517.2
PARP12
MKRN1
ADCK2
BRAF
MRPS33
EPHB6
TRPV6
GSTK1
CLCN1
EPHA1
FAM115C
FAM115D
RP11-61L23.2
TPK1
ZNF398
ZNF282
ZNF783
KRBA1
REPIN1
GIMAP2
GIMAP1
CDK5
CHPF2
PAXIP1-AS1
INSIG1
SHH
C7orf13
PTPRN2
AC005481.5
FBXO25
ERICH1
CTD-2541M15.4
SPAG11A
PPP1R3B
RP11-115J16.3
TDH
SUB1P1
FDFT1
RP11-419I17.1
TUSC3
PDGFRL
MTUS1
ASAH1
PSD3
RPL35P6
SH2D4A
RP11-1105O14.1
NUDT18
HR
REEP4
PPP3CC
RHOBTB2
TNFRSF10A
CTD-2168K21.1
DOCK5
PPP2R2A
PTK2B
ZNF395
KIF13B
LINC00589
AC145110.1
TMEM66
GSR
RP5-1009N12.1
MAK16
RP11-431M3.2
ERLIN2
RAB11FIP1
TACC1
RP11-470M17.2
AGPAT6
IKBKB
SPIDR
RP11-567J20.2
AC090186.1
RP11-400K9.4
RP11-30L15.6
LYPLA1
RPS20
CHCHD7
RP11-17A4.1
RP11-17A4.4
RP11-246K15.1
RP11-388G22.1
SDCBP
RP11-91I20.1
ASPH
RP11-579E24.2
COPS5
RP11-7F18.1
TRAM1
RPL7
JPH1
RP11-1114I9.1
FABP5
CHMP4C
C8orf59
CA1
CTA-392E5.1
NTAN1P2
CPNE3
NBN
DECR1
LINC01030
TMEM64
RP11-122C21.1
RP11-587H10.2
RP3-388N13.3
PDP1
ESRP1
PLEKHF2
KB-1683C8.1
MATN2
RPL30
NIPAL2
COX6C
RNF19A
KB-1991G8.1
SNX31
PABPC1
RPS26P6
YWHAZ
RP11-302J23.1
KB-1410C5.5
RP11-771F20.1
SYBU
EIF3H
AC023590.1
MRPL13
FAM83A
ZHX1
FBXO32
RP11-383J24.6
RP11-1082L8.3
ZNF572
SQLE
MYC
FAM49B
RP11-473O4.4
RP11-473O4.3
TG
NDRG1
RP11-629O1.2
CTD-2588J1.1
PSCA
LY6K
THEM6
LYNX1
LY6D
GML
LY6E
GLI4
TOP1MT
GSDMD
NAPRT1
TSTA3
FAM83H
FAM83H-AS1
EPPK1
PLEC
PARP10
GRINA
SPATC1
GPAA1
CYC1
SHARPIN
HSF1
DGAT1
SLC52A2
FBXL6
VPS28
CYHR1
KIFC2
FOXH1
MFSD3
LRRC14
C8orf82
RPL8
SMARCA2
SPATA6L
CD274
IL33
GLDC
RP11-390F4.3
RPS26P3
RP11-280O24.3
RP11-296P7.4
RRAGA
PLIN2
DENND4C
RPS6
ACER2
RP11-73E6.2
PTPLAD2
MTAP
RP11-145E5.5
CDKN2A
CDKN2B
AL353671.2
DNAJA1
B4GALT1
BAG1
CHMP5
NOL6
ANKRD18B
RP11-571F15.3
NUDT2
KIAA1161
RPP25L
CREB3
TMEM8B
FAM221B
TRMT10B
RP11-449H15.2
RP11-262H14.1
TJP2
FAM189A2
TMEM2
ABHD17B
C9orf85
BTF3P4
RP11-63P12.6
TMC1
RPS20P24
ANXA1
NMRK1
OSTF1
GNA14
RP11-154D17.1
RASEF
SLC28A3
ZCCHC6
RP11-229M1.2
RP11-40C6.2
XXyac-YM21GA2.4
RP11-317B17.3
RP13-93L13.2
BICD2
FGD3
FAM120AOS
FAM120A
MIRLET7DHG
HIATL1
FBP2
FBP1
EIF4BP3
RP11-498P14.3
TDRD7
NANS
TRIM14
CORO2A
TBC1D2
ANKS6
GALNT12
ALG2
NAMA
ERP44
RPS2P35
RP11-341A22.2
RP11-436F21.1
ABCA1
SLC44A1
RP11-308N19.1
RP11-308N19.4
KLF4
RP11-220D10.1
EPB41L4B
C9orf152
TXN
PTGR1
LRRC37A5P
DNAJC25
HSDL2
SLC46A2
FKBP15
SLC31A1
HDHD3
ALAD
AKNA
ATP6V1G1
C9orf91
TNFSF15
TRIM32
MEGF9
RAB14
RBM18
RP11-498E2.7
LHX2
RPL35
ARPC5L
GOLGA1
RP11-343J18.2
GARNL3
SLC2A8
RPL12
LRSAM1
FAM129B
TOR2A
DPM2
C9orf16
GOLGA2
COQ4
TMSB4XP4
URM1
ZDHHC12
C9orf114
SH3GLB2
FAM73B
RP11-65J3.1
PTGES
TOR1A
C9orf78
USP20
RP11-138E2.1
EEF1A1P5
RALGDS
SURF6
RPL7A
SURF1
CACFD1
SLC2A6
RXRA
C9orf116
MRPS2
UBAC1
C9orf69
WI2-1959D15.1
CARD9
PMPCA
INPP5E
SEC16A
AGPAT2
TMEM141
EDF1
C8G
CLIC3
DPP7
SSNA1
TPRN
TMEM203
C9orf169
RNF224
MRPL41
ARRDC1
ZMYND11
GTPBP4
IDI1
PFKP
RP11-298E9.6
KLF6
LINC00702
AKR1C6P
AKR1C2
ATP5C1
ECHDC3
OPTN
PHYH
DCLRE1C
PTER
NSUN6
RP11-139J15.7
CASC10
ADIPOR1P1
YWHAZP3
RP11-129O7.2
THNSL1
ABI1
ACBD5
MPP7
BAMBI
SVILP1
ARHGAP12
RPS4XP11
C1DP1
LINC00993
RP11-258F22.1
LINC00999
HNRNPF
HNRNPA3P1
C10orf10
ALOX5
LINC00842
CTGLF11P
PTPN20CP
FRMPD2
RP11-534L6.2
C10orf128
DRGX
AGAP8
NCOA4
MTRNR2L5
RP11-179B15.2
FAM13C
RP11-170M17.2
RPL12P8
DDX21
SRGN
HK1
TSPAN15
RP11-262I2.2
TYSND1
SAR1A
EIF4EBP2
SGPL1
PCBD1
SLC29A3
CDH23
C10orf54
DDIT4
RP11-345K20.2
RP11-464F9.22
BMS1P4
CAMK2G
RP11-178G16.5
COMTD1
ZNF503-AS1
RPS24
PPIF
RP11-506M13.3
ANXA11
TSPAN14
C10orf99
MMRN2
SNCG
ADIRF
BMS1P3
RP11-96C23.11
GLUD1
KLLN
ANKRD22
IFIT2
LINC00865
PPP1R3C
CPEB3
