"x"
"AKAP12"
"AKT1"
"APPL1"
"APPL2"
"ARHGAP4"
"ARHGEF7"
"ARID5B"
"BAG4"
"CCN3"
"CLN3"
"CORO1C"
"CYGB"
"DDR2"
"DMTN"
"FER"
"FGF2"
"GNA12"
"HAS1"
"HYAL2"
"ILK"
"IQGAP1"
"ITGB1"
"ITGB1BP1"
"LAMTOR2"
"MACIR"
"MIR145"
"MTA2"
"PAK1"
"PAK3"
"PDLIM1"
"PIP5K1A"
"PML"
"PRKCE"
"PRR5L"
"PTK2"
"RCC2"
"RFFL"
"SDC4"
"SGPL1"
"SLC8A1"
"TGFB1"
"THBS1"
"TMEM201"
"TNS1"
"WDPCP"
"ZFAND5"
