"V1"
"COL5A1"
"MEST"
"DLK1"
"OGN"
"LUM"
"POSTN"
"COL5A2"
"FSTL1"
"ISLR"
"GPC3"
"COL3A1"
"PLAC9"
"RPS9"
"NPM1"
"ITM2C"
"ITM2A"
"LAPTM4A"
"IFITM3"
"MAGED2"
"LAMA4"
"BTF3"
"GAS5"
"COL1A2"
"SPRY1"
"RPS4Y1"
"CAPN6"
"FNDC1"
"SNHG5"
"COL12A1"
"KCTD12"
"CD63"
"SLC25A6"
"BEX3"
"MGP"
"COL1A1"
"VCAN"
"IGF2"
"ASPN"
"PCOLCE"
"NREP"
"FN1"
"COL6A1"
"FBN2"
"PEG10"
"PTN"
"NOV"
"DCN"
"TUBA1B"
"COL6A3"
"ZFAS1"
"CRABP1"
"TUBB"
"EEF1B2"
"UBA52"
"TNMD"
"SPARC"
"AKAP12"
"SERPINH1"
"COL6A2"
"CMTM3"
"LAMB1"
"RPL36A"
"GNAS"
"MFAP5"
"ATP5E"
"FAU"
"NAP1L1"
"SNRPE"
"EGFL6"
"COL4A1"
"STMN1"
"SNRPD2"
"MDK"
"FOS"
"CXCL12"
"CRABP2"
"THY1"
"COX7C"
"LAMC1"
"C12orf57"
"HNRNPD"
"SNHG6"
"S100A11"
"ANXA2"
"KIAA0101"
"THBS4"
"PXDN"
"SPARCL1"
"AHNAK"
"EIF3E"
"IGFBP5"
"DYNLL1"
"NFIB"
"HMGB1"
"MARCKS"
"EIF1"
"S100A6"
"TUBA1A"
"COL4A2"
"RPL9P9"
"PSMA7"
"COL6A6"
"HMGB2"
"MIF"
"ANGPTL1"
"HMGN1"
"PPIB"
"LGALS1"
"CD99"
"CNN3"
"EID1"
"FAP"
"NID2"
"S100A10"
"EIF3F"
"IL11RA"
"ATP5G2"
"SUB1"
"FIBIN"
"UQCRH"
"EEF2"
"RP4-614C10.2"
"OSTC"
"TGFBI"
"FBN1"
"CALU"
"MORF4L1"
"HNRNPDL"
"MEOX2"
"SGCE"
"RP11-475C16.1"
"MFAP4"
"CNRIP1"
"MATN2"
"MMP2"
"CIRBP"
"SSR2"
"TCF4"
"KDELR2"
"SOX4"
"SLC25A3"
"NRK"
"PLPP3"
"NID1"
"EMP3"
"NDN"
"NUCKS1"
"OST4"
"PSMB5"
"ATP5L"
"SHFM1"
"C6orf48"
"CDKN1C"
"H19"
"FBL"
"KERA"
"RPS10"
"ACTC1"
"GPX7"
"SEC61B"
"SEC11A"
"GLIPR2"
"GLT8D2"
"MYLPF"
"SERPINE2"
"FKBP10"
"C1QTNF3"
"ANAPC11"
"LRRC75A-AS1"
"PLAGL1"
"TCEAL9"
"GCG"
"TPPP3"
"SEC61G"
"TCEAL8"
"SUMO2"
"MXRA5"
"GPX8"
"GLCE"
"FAM127A"
"TPM2"
"SFRP2"
"SRSF11"
"NDUFS4"
"PDGFRA"
"SMOC2"
"PLP1"
"ANTXR1"
"MEG3"
"PTMS"
"AKR1B1"
"CALM2"
"TCEAL7"
"COL15A1"
"SNHG16"
"TMEM258"
"SNRPF"
"FMOD"
"SEPW1"
"PCDH18"
"JUNB"
"PPP1R15A"
"NR4A1"
"HSP90AB1"
"H2AFZ"
"HSPA8"
"ID3"
"HSPA1A"
"HSPB1"
"EIF4A2"
"CCL2"
"OLFML3"
"PENK"
"LMNA"
"TNC"
"RPL4"
"NFKBIA"
"HNRNPK"
"TMSB4XP4"
"CYR61"
"CCNL1"
"GADD45B"
"ID1"
"SERPINE1"
"RPS5"
"GEM"
"TPM4"
"CXCL3"
"MFAP2"
"HSPD1"
"ARF4"
"FBLN1"
"HSPE1"
"DNAJA1"
"IER2"
"TWIST2"
"EIF4A3"
"COL21A1"
"DNAJB4"
"SELK"
"KLF10"
"THBS1"
"CTSK"
"SON"
"CXCL1"
"PDIA3"
"GPC6"
"CACYBP"
"RGS16"
"CTGF"
"MLLT11"
"HSP90B1"
"02-Sep"
"ARL6IP1"
"SLC2A3"
"PDIA6"
"INHBA"
"CKS2"
"DDIT4"
"TSC22D1"
"RP11-543P15.1"
"H1F0"
"JUN"
"ZFP36L1"
"ADAMTS1"
"AC104389.1"
"RPL18"
"CXCL14"
"07-Sep"
"SERTAD1"
"PMP22"
"SOCS3"
"HSPH1"
"IFITM2"
"RGS2"
"ZFP36"
"RPL3P4"
"LTBP4"
"ZFP36L2"
"RPL18AP3"
"ELN"
"CALM1"
"TWSG1"
"RP11-234A1.1"
"HSPA5"
"HNRNPA1"
"EGR1"
"RND3"
"SRSF3"
"TMSB15A"
"IRF1"
"RPL7P9"
"HES1"
"RPL10AP6"
"RPL29"
"ATF3"
"MLF1"
"PIM1"
"RPL35"
"RPS3AP26"
"PTX3"
"RPL8"
"RAB1A"
"CDKN1A"
"CLEC11A"
"ACKR3"
"COL16A1"
"LDHA"
"HNRNPA2B1"
"CALD1"
"SDCBP"
"LOXL2"
"COL14A1"
"RPL6P27"
"BRD2"
"11-Sep"
"DNAJB1"
"LRRC17"
"HNRNPH3"
"FKBP7"
"NACA"
"RPL13AP25"
"CKAP4"
"HNRNPA0"
"RBPJ"
"RPL22"
"PTK7"
