"V1"
"MLLT11"
"GPM6A"
"TMSB15A"
"UCHL1"
"NREP"
"TUBB2B"
"POU3F3"
"HN1"
"NNAT"
"FABP7"
"TUBB"
"HMGB1"
"GAP43"
"STMN2"
"SUMO2"
"NEUROD6"
"BEX1"
"SRP9"
"C1orf61"
"TUBA1A"
"LINC01158"
"FABP5"
"YWHAE"
"HNRNPD"
"SKP1"
"HSBP1"
"BEX3"
"HNRNPA2B1"
"DYNLT1"
"LINC01551"
"LDHB"
"SNRPG"
"RTN1"
"SNRPF"
"TAGLN3"
"RAN"
"MAP1B"
"SON"
"RBX1"
"CFL1"
"RPAIN"
"ERH"
"HNRNPDL"
"ATP5J"
"CBX3"
"PRDX1"
"ATP5O"
"SNRPB2"
"CD24"
"SLIRP"
"H2AFZ"
"HMGB2"
"HMGN2"
"NFIB"
"UBL5"
"SNRPD1"
"COMMD6"
"COX7A2"
"TMEM161B-AS1"
"CKB"
"HNRNPK"
"USMG5"
"C3orf14"
"ACAT2"
"HNRNPC"
"CSRP2"
"PFDN4"
"GSTA4"
"MAP2"
"NDUFB4"
"XIST"
"SNRPE"
"TBCA"
"SEC61G"
"DYNC1I2"
"FKBP3"
"HNRNPA1"
"ATP6V1G1"
"LSM5"
"ELAVL4"
"PRDX2"
"RPL10P9"
"ATP5J2"
"ENO2"
"SOX11"
"COX7B"
"SUB1"
"UQCRH"
"SNHG6"
"HNRNPH3"
"DYNLL1"
"PAFAH1B1"
"SF3B6"
"ATP5L"
"TBCB"
"OCIAD2"
"C12orf57"
"SNRPD2"
"LUC7L3"
"FXYD6"
"SRSF3"
"H3F3A"
"HMGB3"
"TMPO"
"YWHAZ"
"PAFAH1B3"
"PSMB7"
"SVBP"
"TUBA1B"
"NDUFC2"
"PPIA"
"MORF4L1"
"SHFM1"
"PFN2"
"TCEB2"
"C14orf2"
"STMN1"
"HMP19"
"ATP5G2"
"MTATP6P1"
"COX6C"
"PNISR"
"LSM3"
"COX6A1"
"UQCRQ"
"ARL3"
"UBE2V2"
"DDAH2"
"SUMO1"
"STMN4"
"FDFT1"
"MARCKS"
"ACTG1"
"LINC00461"
"ABRACL"
"DYNLRB1"
"PTTG1"
"NDUFA5"
"NDUFB11"
"UBE2T"
"TPRKB"
"CKS2"
"TUBB2A"
"LAMTOR5"
"PET100"
"COX6B1"
"SKA2"
"DCX"
"NDUFB1"
"CDC42"
"ZFAS1"
"PTN"
"BANF1"
"NSG1"
"EIF1B"
"BASP1"
"NDUFA4"
"SRSF7"
"VBP1"
"RTN3"
"GPM6B"
"NME1"
"UBE2C"
"RPL24"
"RPL39"
"BEX2"
"SSBP1"
"SCG3"
"HMGCS1"
"RPS24"
"HMGN3"
"BTF3L4"
"RPL13A"
"MATR3"
"NDUFS5"
"POMP"
"PSMA4"
"HSPE1"
"GDI1"
"COX7C"
"CBX5"
"CCT2"
"PTMA"
"UQCR10"
"RPS25"
"ARL6IP1"
"GNG3"
"TIMM8B"
"NDUFA12"
"PSMA7"
"FADS2"
"MARCKSL1"
"CRABP1"
"GABARAPL2"
"HNRNPR"
"PPP1R17"
"HDAC2"
"EIF4A2"
"ESD"
"NEUROD1"
"CALM2"
"TMSB10"
"LINC00682"
"RGS5"
"TXN"
"NPY"
"CHGB"
"CALM1"
"SOX4"
"GAPDH"
"SCG5"
"SRP14"
"RBP1"
"MIF"
"SCG2"
"MEG3"
"PCP4"
"PRPH"
"DPYSL3"
"HINT1"
"ATP5E"
"TCEAL7"
"TMEM14A"
"UBB"
"YWHAQ"
"GNAS"
"VAMP2"
"RGS4"
"RPS15"
"ATP5I"
"GAL"
"AC104389.1"
"YWHAB"
"GNG2"
"NDUFB8"
"CARTPT"
"C4orf48"
"SOD1"
"RPL36A"
"CHGA"
"NDUFS4"
"MGST3"
"NDUFA1"
"CNRIP1"
"SEPW1"
"TSPAN7"
"HSPA8"
"CADM1"
"UQCRB"
"RPL5"
"NDUFB2"
"BRK1"
"NCAM1"
"CRMP1"
"YWHAG"
"NEFL"
"TMEM258"
"SNAP25"
"TMA7"
"SNRPN"
"RPL14"
"BEX4"
"MAB21L1"
"SEC62"
"NDUFB3"
"PTS"
"CHRNA3"
"COX17"
"RPL22"
"PENK"
"HAND2"
"C14orf132"
"NDUFB6"
"WRB"
"PCSK1N"
"ATP5G3"
"INA"
"SEZ6L2"
"VDAC1"
"NACA"
"KIF21A"
"TMSB4X"
"FAU"
"CALM3"
"DBH"
"S100B"
"PLP1"
"ANXA2"
"SPARC"
"VIM"
"CRYAB"
"ITM2C"
"LAMA4"
"CNN3"
"MPZ"
"CNP"
"EDNRB"
"COL5A2"
"S100A6"
"CDH19"
"OLFML2A"
"LGALS1"
"PTPRZ1"
"ERBB3"
"IFITM3"
"PMP22"
"EMP2"
"GFRA3"
"DBI"
"PEBP1"
"LAMC1"
"VCAN"
"MOXD1"
"PPIB"
"MAGED2"
"SERPINH1"
"COL4A1"
"IGFBP5"
"SOX10"
"NID2"
"KCTD12"
"MIA"
"AP1S2"
"ARHGAP15"
"PLEKHA4"
"FTH1"
"GAS7"
"SCRG1"
"CUEDC2"
"C1orf198"
"NGFR"
"COL5A1"
"NPM1"
"SEMA3C"
"ALDH1A1"
"ITIH5"
"HSP90B1"
"CALU"
"PLS3"
"MMP15"
"NUDT4"
"RHOC"
"07-Sep"
"ATP1A2"
"BCHE"
"FSTL1"
"S100A10"
"NID1"
"HSPB1"
"NUCKS1"
"ZEB2"
"GFRA1"
"HMGN1"
"LGI4"
"HSP90AB1"
"CYR61"
"MDK"
"C14orf166"
"CMTM5"
"CNPY2"
"PDIA6"
"DST"
"CMTM3"
"MATN2"
"EID1"
"ARPC1B"
"02-Sep"
"SSR2"
"FOXD3-AS1"
"RPS10"
"RPS9"
"COL4A2"
"ANAPC11"
"TNC"
"PMEPA1"
"TCEAL9"
"APOD"
"RAC1"
"RPS4Y1"
"LAMB1"
"POSTN"
"COL18A1"
"MYL6"
"EGFLAM"
"SLC35F1"
"WWTR1"
"ID3"
"FAM198B"
"RAB31"
"XKR4"
"PLAT"
"CD9"
"NRXN1"
"CTNNB1"
"HSPA5"
"MAPRE2"
"DNAJB1"
"NAP1L1"
"FLRT3"
"APP"
"SCHIP1"
"HNRNPA0"
"BTF3"
"QKI"
"PRNP"
"RPL7"
"PRSS23"
"INSC"
"CTNNA1"
"TOMM7"
"SEC61B"
"SCCPDH"
"RXRG"
"ADGRG6"
"H1F0"
"SFRP1"
"H2AFV"
"HNRNPA3"
"COL5A3"
"RPLP1"
"SERPINE2"
"CTNNAL1"
"TIMP3"
"COL14A1"
"AKAP12"
"CADM4"
"CDH6"
"CDK1"
"RELN"
"NR2F2"
"COPS9"
