"x"
"BMP4"
"BMPR1A"
"DKK1"
"ETV2"
"EYA1"
"EYA2"
"FGFR1"
"FGFR2"
"FOXC2"
"FOXF1"
"GJA1"
"HMGA2"
"HOXA11"
"INHBA"
"ITGA2"
"ITGA3"
"ITGA8"
"ITGB1"
"ITGB3"
"ITGB4"
"KDM6A"
"KDM6B"
"KLF4"
"MESP1"
"MIR145"
"MIR150"
"MIR200C"
"NODAL"
"PAX2"
"SFRP2"
"SIX2"
"SMAD1"
"TAL1"
"TRIM15"
"WNT3A"
