RP11-206L10.9
WDR43
AC009499.1
RP11-490M8.1
CRIM1
AC007401.1
PRKD3
LRPPRC
RP11-333I13.1
MSH2
MSH6
LHCGR
PNPT1
FANCL
AC010733.5
XPO1
FAM161A
CCT4
SLC1A4
AC010987.6
PNO1
PPP3R1
GMCL1
SNRPG
ADD2
CCT7
TPRKB
MTHFD2
MOGS
LOXL3
AC104135.3
TMSB10
USP39
POLR1A
AC083899.3
AC093616.4
RP11-575H3.1
TEKT4
KCNIP3
FAHD2A
ITPRIPL1
NCAPH
AC159540.14
LONRF2
FHL2
ST6GAL2
AC009963.5
LIMS1
CCDC138
SNRPGP9
BUB1
ANAPC1
FBLN7
ZC3H8
TTL
AC079922.3
CKAP2L
AC079753.4
IL37
PAX8
AC110769.3
DDX18
YWHAZP2
GYPC
RP5-935K16.1
POLR2D
UGGT1
CCDC74B
MZT2B
AC131180.3
AC093838.4
CCDC74A
LYPD1
ZRANB3
MCM6
CXCR4
KIF5C
RIF1
ARL6IP6
PSMD14
SPC25
PPIG
KLHL23
SSB
SP5
METTL8
AC008065.1
DLX2
MLTK
CDCA7
SP3
RP11-394I13.2
OLA1
AC010894.3
H3F3AP4
HNRNPA3
NUP35
ZSWIM2
WDR75
ASNSD1
PMS1
TMEM194B
HECW2
CCDC150
AC011997.1
C2orf69
SGOL2
AOX1
AOX3P
AC007163.3
BZW1
NIF3L1
TMEM237
NOP58
AC009960.5
ICOS
AC007362.1
ADAM23
CRYGA
AC016697.6
BARD1
ABCA12
ATIC
AC093382.1
TMEM169
XRCC5
RP11-566E18.3
HMGB1P9
RQCD1
HSPA9P1
MRPL44
SLC16A14
COX20P2
NCL
PTMA
COPS7B
DGKD
HJURP
GBX2
ASB18
COPS8
FAM132B
HES6
TWIST2
AC114788.2
CAPN10
AC011298.2
PASK
ANO7
DTYMK
ING5
LRRN1
SETMAR
AC023481.1
SSUH2
CAV3
RAD18
CAMK1
AC034193.5
FANCD2
NUP210
LSM3
SGOL1
HMGB1P5
NKIRAS1
SLC4A7
AC098614.1
AC116035.1
OSBPL10
ZNF587P1
CNOT10
AC139452.2
SUSD5
RP11-10C24.3
MLH1
EXOG
SCN11A
XIRP1
RP11-391M1.4
RP11-372H2.1
POMGNT2
KIF15
CCR1
CDC25A
ATRIP
PRKAR2A
ARIH2
USP19
CDHR4
TRAIP
IFRD2
RASSF1
MANF
RAD54L2
POC1A
NT5DC2
PBRM1
TKT
IL17RB
IL17RD
DNASE1L3
CGGBP1
COL8A1
CMSS1
ZBTB11
MYH15
RP11-381E24.1
KIAA1524
TIGIT
BZW1P2
POLQ
FBXO40
SEMA5B
CCDC14
RP11-521J5.1
UMPS
HEG1
MCM2
CNBP
H1FX
H1FOO
COL6A5
MRPL3
TOPBP1
RP11-404G16.2
MSL2
STAG1
RP11-102M11.1
SLC35G2
RBP1
SPSB4
ACPL2
TRPC1
U2SURP
PLOD2
HLTF
RP11-246A10.1
PLCH1
GMPS
PTX3
RP11-432B6.3
SMC4
TRIM59
PPM1L
RP11-543D10.2
ECT2
RP11-71G7.1
RP11-644C3.1
ZNF639
ACTL6A
MRPL47
FAUP2
YEATS2
MAP6D1
POLR2H
TRA2B
RFC4
RPL39L
TPRG1-AS1
TPRG1
CCDC50
FGF12
OPA1
ATP13A3
AC046143.6
FAM43A
XXYLT1
RNF168
WDR53
FBXO45
NCBP2
AC128709.2
RP11-496H1.2
KIAA0226
FYTTD1
ANKRD18DP
ZNF718
RP11-1365D11.1
ZNF876P
RP11-478C6.6
ZNF732
SLBP
TACC3
AC016773.1
WHSC1
HAUS3
HTT
LYAR
MSX1
CRMP1
AC093323.3
SORCS2
HTRA3
RP11-689P11.2
RP11-751L19.1
DRD5
NKX3-2
NCAPG
PACRGL
ZCCHC4
RP11-472K22.1
PDS5A
CHRNA9
UCHL1
RP11-365H22.2
RPL38P3
SRD5A3
CEP135
RP11-646I6.5
PAICS
ARL9
RP11-738E22.3
SMR3B
DCK
C4orf26
SDAD1
AC110615.1
RP11-123J14.2
PAQR3
HNRNPD
HNRNPDL
LIN54
COQ2
RP11-397E7.1
EIF4E
H2AFZ
CISD2
SLC9B2
CENPE
GSTCD
LEF1
C4orf21
MAD2L1
EXOSC9
CCNA2
SPATA5
FAT4
RP11-399F2.2
PLK4
SLC7A11
RP11-98O2.1
RAB33B
SETD7
RP11-362F19.1
RP11-362F19.2
RP11-362F19.3
IL15
TTC29
RP11-752L20.5
MND1
SFRP2
C4orf46
NAF1
TMA16
RP11-366M4.1
RP11-443J23.1
AADAT
GALNTL6
HMGB2
SAP30
CEP44
RP11-287F9.2
GPM6A
SPCS3
NEIL3
RP11-242J7.1
CASP3
MLF1IP
CTD-2231H16.1
PLEKHG4B
CEP72
TRIP13
TERT
RP11-325I22.2
MRPL36
NDUFS6
IRX4
CTD-2383I20.1
NSUN2
PAPD7
RP11-122F24.1
ADCY2
CCT5
ANKRD33B
FAM105A
CTB-55B8.1
CTD-2023M8.1
RP11-549K20.1
CTD-2186M15.1
CTD-2290P7.1
TARS
RAD1
BRIX1
DNAJC21
SKP2
CTD-2653M23.3
NUP155
LIFR
CTD-2196P11.2
LINC00604
FST
HMGN1P17
GNL3LP1
DIMT1
IPO11
CTD-2116N20.1
CENPK
NLN
CCNB1
CENPH
SMN2
RP11-1319K7.1
SERF1A
MAP1B
MRPS27
CTD-2339M3.1
UTP15
OTP
SCAMP1
HMGB1P21
CTC-325J23.3
DHFR
CTD-2091N23.1
PPIP5K2
TSLP
STARD4
DCP2
KCNN2
CTC-428G20.1
ALDH7A1
C5orf48
RP11-434D11.4
LMNB1
PRRC1
FBN2
SLC27A6
CTB-113I20.2
DDX46
H2AFY
LECT2
HNRNPA0
KIF20A
CDC25C
MATR3
CXXC5
CTB-35F21.5
SRA1
CD14
TMCO6
HARS
PCDHGA9
TCERG1
AFAP1L1
GRPEL2
RPS20P4
TCOF1
ZNF300
G3BP1
LARP1
CNOT8
GEMIN5
MRPL22
KIF4B
LSM11
AC008691.1
CCNJL
PTTG1
HMMR
PANK3
SPDL1
KCNIP1
KCNMB1
RANBP17
SH3PXD2B
NEURL1B
BOD1
SFXN1
CPLX2
RP11-844P9.2
SIMC1
GPRIN1
PRELID1
DDX41
RP11-1026M7.2
RP11-423H2.1
NHP2
HNRNPAB
RPS15AP18
CNOT6
SCGB3A1
FLT4
IRF4
RP1-140K8.2
RP11-428J1.2
RP3-380B8.4
F13A1
DSP
BMP6
ELOVL2
SMIM13
GFOD1
CD83
KDM1B
DEK
ID4
MBOAT1
E2F3
KIAA0319
SCGN
HIST1H1A
HIST1H3B
HIST1H2BB
HIST1H3C
HIST1H4C
HIST1H1E
HIST1H2BF
HIST1H1D
HIST1H3F
HIST1H2BH
HIST1H3G
HIST1H2AG
HIST1H2AH
HIST1H2AJ
HIST1H1B
HIST1H3J
HIST1H2AM
HIST1H2BO
OR2B6
NOL5BP
ZNRD1
PRR3
PPP1R10
NRM
MDC1
TUBB
VARS2
CCHCR1
PRRC2A
LSM2
EHMT2
NELFE
NOTCH4
BTNL2
HLA-DQB2
TAP2
HLA-DMB
XXbac-BPG181M17.5
HLA-DPB1
WDR46
DAXX
KIFC1
CUTA
UQCC2
RPL35P2
FANCE
FKBP5
SRPK1
SRSF3
RAB44
PPIL1
CCDC167
GLP1R
KCNK17
BYSL
GNMT
CRIP3
ZNF318
XPO5
MRPS18A
MRPL14
TMEM151B
AARS2
CDC5L
MEP1A
CENPQ
MCM3
HMGB1P20
ELOVL5
PRIM2
FAM135A
OGFRL1
RP11-257K9.8
KHDC1
MB21D1
RPS27P15
RP11-477E3.2
TTK
TPBG
PGM3
SYNCRIP
HSPD1P10
C6orf164
RNGTT
MDN1
RP3-453I5.2
GPR63
MMS22L
COQ3
WASF1
SLC22A16
AMD1
BRD7P4
WISP3
HDAC2
RWDD1
ZUFSP
SLC35F1
GJA1
CLVS2
SOGA3
EPB41L2
HMGB1P13
MYB
COX5BP2
MTFR2
RP11-55K22.5
IL22RA2
RP11-240M16.1
PBOV1
RP1-95L4.3
NUP43
AKAP12
FBXO5
MTRF1L
ACAT2
TCP1
LPAL2
MAP3K4
FGFR1OP
KIF25-AS1
LINC00242
LINC00574
DLL1
AC093627.9
HEATR2
SUN1
INTS1
AC110781.3
FTSJ2
NUDT1
EIF3B
AC091801.1
FOXK1
FSCN1
RNF216
CCZ1
AIMP2
FLJ20306
CCZ1B
RPA3
PHF14
TWISTNB
SP4
FAM126A
NUPL2
MPP6
DFNA5
HNRNPA2B1
CBX3
RPL7AP38
PLEKHA8
INMT-FAM188B
FAM188B
ZNRF2P1
FKBP9
NT5C3A
RP9
AC007652.1
ANLN
EPDR1
STARD3NL
PGAM2
POLM
AEBP1
POLD2
H2AFV
SEPT7P2
AC011294.3
IKZF1
GRB10
CCT6A
RP11-340I6.8
ZNF107
RP11-746P2.3
ZNF92
CCT6P1
GUSB
WBSCR17
FZD9
BAZ1B
RFC2
AC018720.10
YWHAG
SEMA3A
ABCB4
SLC25A40
DBF4
CDK6
SHFM1
OR7E7P
PDAP1
ATP5J2
MCM7
GAL3ST4
GPC2
STAG3
MEPCE
POP7
EPO
SRRT
SH2B2
RP11-514P8.6
DNAJC2
PUS7
AC004014.3
ING3
SND1
LRRC4
RBM28
PRRT4
STRIP2
NRF1
CEP41
CHCHD3
AC009276.4
NUP205
AC008155.1
KLRG2
AGK
CASP2
EZH2
PDIA4
RP4-800G7.1
RP11-445N20.3
GIMAP6
ABCB8
ABCF2
WDR86
CRYGN
RHEB
AC104843.3
XRCC2
PAXIP1
AC144652.1
AC005534.6
NOM1
NCAPG2
MYOM2
AGPAT5
GS1-24F4.2
PINX1
ENPP7P6
C8orf48
MICU3
RP11-242F4.2
CNOT7
RP11-421P23.1
DOK2
POLR3D
CHMP7
SLC25A37
CDCA2
DPYSL2
ESCO2
PBK
FZD3
EXTL3
DUSP4
WRN
NRG1
RNF122
EIF4EBP1
STAR
FGFR1
RPS20P22
C8orf4
CTA-392C11.1
RP11-301G7.1
SFRP1
GINS4
ANK1
PRKDC
MCM4
RP11-770E5.3
RP11-446E9.1
SEPT10P1
ARMC1
PDE7A
CTD-2532N20.1
MYBL1
RP11-664D7.4
C8orf34
GS1-44D20.1
SLCO5A1
RP11-1144P22.1
HEY1
RP11-26J3.1
RP11-363E6.4
RP11-122A3.2
RAD54B
CCNE2
RP11-347C18.1
NDUFAF6
PTDSS1
LAPTM4B
FBXO43
KB-1410C5.3
BAALC
CTHRC1
DCAF13
ENY2
RP11-67H2.1
RAD21
DSCC1
MTBP
SNTB1
CTC-820M8.1
HAS2
RP11-3G20.1
RP11-44N11.2
ZHX2
DERL1
TBC1D31
HMGB1P19
ATAD2
CCDC26
FAM135B
C8orf31
EEF1D
ZNF623
SCRIB
EXOSC4
SCRT1
ADCK5
TONSL
RECQL4
ZNF250
C8orf33
KIAA0020
TYRP1
LURAP1L
RP11-54D18.4
PSIP1
FTH1P12
CNTLN
ADAMTSL1
HAUS6
RP11-146N23.1
PLAA
NDUFB6
RP11-255A11.21
DCAF12
KIF24
DCTN3
SIGMAR1
FANCG
STOML2
ARHGEF39
RECK
GLIPR2
MELK
EXOSC3
ANKRD18A
RP11-347J14.8
ANKRD20A7P
C9orf40
CEP78
HNRNPK
RMI1
SPATA31C1
CKS2
CENPP
OGN
ASPN
IPPK
WNK2
C9orf129
BARX1
FANCC
ZNF367
NCBP1
ANP32B
COL15A1
MURC
LINC00587
SMC2
RP11-438P9.1
CTNNAL1
POLE3
RP11-402G3.5
CDK5RAP2
PSMB7
NR5A1
PBX3
DNM1
WDR34
SET
PKN3
DOLK
NUP188
NCS1
HMCN2
EXOSC2
UCK1
DDX31
MED22
BRD3
WDR5
QSOX2
SDCCAG3
C9orf163
NOTCH1
RABL6
C9orf142
NRARP
ZMYND19
IDI2
AKR1C4
RP11-445P17.5
FAM208B
GDI2
IL2RA
USP6NL
CDC123
MCM10
SEPHS1
FRMD4A
HSPA14
SUV39H2
CACNB2
SKIDA1
RP11-573G6.8
PRTFDC1
HSPA8P3
YME1L1
MASTL
RP11-492M23.2
RP11-472N13.2
NRP1
BMS1
C10orf25
CEP164P1
RP11-445N18.3
RP11-445N18.5
SYT15
ASAH2C
GDF10
RP11-140C5.3
TIMM23
PARGP1
AGAP6
CSTF2T
RP11-319F12.2
RP11-598C10.1
ZWINT
TFAM
CDK1
RTKN2
DNAJC12
HNRNPH3
DNA2
VPS26A
C10orf35
H2AFY2
PPA1
LRRC20
NPM1P24
RP11-344N10.4
DNAJC9
RP11-574K11.27
AC022400.2
EIF5AL1
DYDC2
SH2D4B
GRID1
KIF20B
RPP30
FGFBP3
KIF11
CEP55
SLC35G1
NOC3L
PIK3AP1
LINC00866
SCD
AL139819.1
PAX2
PPRC1
NOLC1
CUEDC2
TMEM180
ACTR1A
PCGF6
TAF5
CCDC147
RP11-525A16.4
SMC3
ATRNL1
EIF3A
RP11-179H18.7
MCMBP
NSMCE4A
RP11-564D11.3
BUB3
GPR26
BCCIP
MKI67
DPYSL4
UTF1
ZNF511
IFITM2
IFITM1
IFITM3
B4GALNT4
PHRF1
PIDD
MRPL23
NAP1L4
ZNF195
RPS3AP39
RRM1
DENND5A
IPO7
CYP2R1
CALCB
CALCA
INSC
NCR3LG1
SAAL1
HPS5
E2F8
PRMT3
SLC6A5
NELL1
CTD-2302A16.2
CCDC34
RP11-22P4.2
RP1-65P5.1
RP1-65P5.5
QSER1
KIAA1549L
CAPRIN1
SLC1A2
FJX1
LDLRAD3
API5
CHST1
CTD-2210P24.4
MDK
CKAP5
LRP4
PSMC3
CELF1
SSRP1
P2RX3
SLC43A3
TIMM10
ZFP91-CNTF
GLYATL2
FAM111B
PATL1
MS4A6E
MS4A5
MS4A18
TMEM109
SLC15A3
CD6
TMEM258
FEN1
FADS2
FADS1
INCENP
MIR3654
METTL12
C11orf83
HNRNPUL2-BSCL2
HNRNPUL2
POLR2G
SLC3A2
C11orf84
RASGRP2
SF1
MEN1
ARL2
SAC3D1
CDCA5
MRPL49
POLA2
RNASEH2C
FIBP
SART1
BANF1
SF3B2
RP11-1167A19.2
CNIH2
MRPL11
DPP3
RBM14
CLCF1
RAD9A
RP11-655M14.4
ALG1L8P
MRPL21
CCND1
DHCR7
FOLR2
PDE2A
FCHSD2
RELT
UCP3
RP11-702H23.2
POLD3
CTD-2562J17.4
PRKRIR
RP11-111M22.2
AP000580.1
ALG8
TENM4
C11orf82
CREBZF
PRSS23
RP11-121L10.3
RP11-288E14.2
KIAA1731
AMOTL1
FAM76B
CCDC82
DCUN1D5
GUCY1A2
RAB39A
NPAT
KDELC2
RDX
LAYN
DLAT
NCAM1
CADM1
AP000462.3
AP000462.2
AP000797.3
AP001891.1
PCSK7
FXYD6-FXYD2
FXYD6
IL10RA
H2AFX
HSPA8
ZNF202
NRGN
ROBO4
CCDC15
STT3A
CHEK1
RPUSD4
RP11-712L6.5
C11orf44
AP002856.7
PTP4A2P2
NCAPD3
GLB1L3
GLB1L2
B3GAT1
RP11-469N6.1
CCDC77
FBXL14
FOXM1
RAD51AP1
DYRK4
KCNA5
NCAPD2
GAPDH
NOP2
PIANP
GNB3
CDCA3
USP5
ENO2
EMG1
PHB2
ACSM4
ALG1L10P
RP11-599J14.2
DDX12P
KLRC4-KLRK1
KLRC1
MAGOHB
TAS2R15
RP11-785H5.1
PRB3
GPR19
STRAP
RECQL
KCNJ8
ABCC9
RP11-444D3.1
C12orf77
RP13-200J3.2
RP11-776A13.1
DDX11
FAM60A
PDZRN4
AC020629.1
ADAMTS20
NELL2
DBX2
RP11-478B9.2
SENP1
C12orf54
CCNT1
RHEBL1
TUBA1B
TROAP
MCRS1
RACGAP1
CELA1
ESPL1
AAAS
PCBP2
CBX5
HNRNPA1
MUCL1
CDK2
PA2G4
MYL6B
NABP2
COQ10A
CS
TIMELESS
PRIM1
ZBTB39
TMEM194A
SHMT2
MARS
ARHGEF25
AGAP2-AS1
CDK4
CYP27B1
METTL1
RP11-571M6.17
XRCC6BP1
RPS6P22
XPOT
RP11-221N13.4
MDM1
NUP107
CPSF6
CCT2
RP11-114H23.1
RP11-114H23.3
RP11-114H23.2
E2F7
RP11-90C1.1
RP11-359M6.3
RPL6P25
ATP2B1
UBE2N
MRPL42
NDUFA12
SNRPF
NEDD1
TMPO
SLC25A3
IKBIP
APAF1
GAS2L3
ANO4
UTP20
PARPBP
TXNRD1
RPL18AP3
C12orf45
RP11-266E14.1
CKAP4
RP11-144F15.1
RIC8B
PWP1
ALKBH2
UNG
ANAPC7
FAM216A
VPS29
PPP1CC
SH2B3
MAPKAPK5-AS1
MAPKAPK5
NAA25
DTX1
DDX54
RNFT2
RFC5
CIT
C12orf43
ANAPC5
KDM2B
RP13-941N14.1
ORAI1
BCL7A
DIABLO
KNTC1
RP11-324E6.6
DENR
MPHOSPH9
CDK2AP1
ATP6V0A2
TMEM132B
RP11-407A16.3
RP11-407A16.4
RP11-474D1.3
FZD10
RAN
SFSWAP
MMP17
DDX51
NOC4L
GALNT9
FBRSL1
LRCOL1
POLE
PXMP2
ANKLE2
RP11-46H11.3
ANKRD20A9P
SKA3
MRP63
CENPJ
AMER2
NUPL1
ATP8A2
SHISA2
LINC00544
LINC00427
HMGB1
BRCA2
RFC3
EXOSC8
PROSER1
RPL17P51
KBTBD6
NAA16
GTF2F2
KIAA0226L
NUDT15
RCBTB1
RNASEH2B
DIAPH3
LINC00376
MZT1
BORA
LINC00392
RNF219
RPL21P111
PTMAP5
GPC5
GPR180
RAP2A
IPO5
ITGBL1
RP11-397O8.7
FGF14
TPP2
ARGLU1
ANKRD10
RP11-65D24.2
SPACA7
PCID2
TFDP1
RASA3
CHAMP1
PARP2
APEX1
RPGRIP1
SUPT16H
PRMT5
HAUS4
DHRS4L2
LRRC16B
CTD-2591A6.2
COCH
RP11-187E13.1
BAZ1A
FKBP3
FANCM
MIS18BP1
LRR1
POLE2
TRIM9
TMX1
C14orf166
BMP4
CDKN3
WDHD1
DLGAP5
PSMA3
TEX21P
MTHFD1
CTD-2555O16.3
EIF2S1
RP11-643G16.4
CTD-2325P2.2
RP11-363J20.2
GALNT16
ERH
LIN52
VASH1
RP11-488C13.7
RP11-488C13.5
POMT2
SLIRP
SNW1
NRXN3
CEP128
TDP1
CCDC88C
UBR7
PRIMA1
DDX24
VRK1
LINC00618
RP11-76E12.1
EML1
YY1
RPL21P13
XRCC3
SIVA1
CTD-3051D23.1
CDCA4
MTA1
C14orf80
RP11-32B5.1
AC009878.2
GABRG3
HERC2
RP11-578F21.12
APBA2
HMGN2P5
ARHGAP11B
RP11-932O9.10
GOLGA8UP
CHRNA7
ARHGAP11A
EMC4
RP11-83J16.1
ZNF770
RP11-1008C21.2
FAM98B
GPR176
BUB1B
DISP2
KNSTRN
BAHD1
RPUSD2
CASC5
RAD51
OIP5
NUSAP1
LTK
RPAP1
HAUS2
TUBGCP4
WDR76
CTD-2651B20.1
SHF
CTD-2651B20.2
SPATA5L1
SLC24A5
DUT
CEP152
RP11-227D13.4
RP11-295H24.3
TNFAIP8L3
RSL24D1
LINC00926
CCNB2
GTF2A2
RPS3AP6
FOXB1
AC007950.1
USP3
SNX22
CTD-2116N17.1
KIAA0101
RBPMS2
RASL12
CILP
PTPLAD1
MEGF11
DIS3L
CLN6
ANP32A
KIF23
LRRC49
THAP10
RP11-673C5.1
RP11-592N21.1
PKM
CD276
RP11-10O17.3
EDC3
CSK
RPP25
RP11-151H2.1
COMMD4
RP11-817O13.6
RCN2
RP11-307C19.1
PSMA4
CHRNA5
KIAA1024
C15orf26
UBE2Q2P2
HOMER2
HDGFRP3
SH3GL3
AEN
HAPLN3
HMGB1P8
RLBP1
FANCI
TICRR
MESP1
RP11-697E2.7
BLM
PRC1
NPM1P5
ENO1P2
HMGN1P38
RP11-398J10.2
SYNM
LRRK1
SNRPA1
POLR3K
SNRNP25
MRPL28
NME4
WDR90
CHTF18
UBE2I
HN1L
NUBP2
AC005363.9
SYNGR3
ZNF598
PGP
CCNF
C16orf59
TCEB2
PKMYT1
PAQR4
SLX4
TFAP4
RP11-297M9.2
GRIN2A
ATF7IP2
SHISA9
U91319.1
RP11-1212A22.4
AC004381.6
RP11-645C24.2
HS3ST2
PLK1
RP11-57A19.2
ATXN2L
CD19
NFATC2IP
AC009093.1
KIF22
MAZ
HIRIP3
FAM57B
CD2BP2
SEPT1
DCTPP1
C16orf93
ZNF668
FUS
RP11-626K17.5
SHCBP1
ORC6
NETO2
RP11-42I10.1
CBLN1
NOD2
HNRNPA1P48
RP11-212I21.2
NUDT21
OGFOD1
MT2A
NUP93
POLR2C
KATNB1
GINS3
RP11-105C20.2
RP11-63M22.1
NAE1
CA7
FAM96B
CTCF
NUTF2
CTC-479C5.10
NRN1L
TERF2
RP11-296I10.6
SF3B3
AC004158.2
AC009120.3
RP11-252A24.2
RP11-144N1.4
RFWD3
RP11-77K12.5
RP11-77K12.7
CHST5
TMEM231
RP11-18F14.1
CMC2
CENPN
ATMIN
MPHOSPH6
NECAB2
TAF1C
GINS2
EMC8
RP11-463O9.9
RP4-536B24.3
ZC3H18
CTU2
CDT1
FANCA
DEF8
FAM57A
RNMTL1
NXN
ABR
YWHAE
CRK
SMYD4
RTN4RL1
EMC6
P2RX5
ITGAE
GSG2
ARRB2
PSMB6
SLC25A11
ENO3
ZNF232
C1QBP
DHX33
FAM64A
C17orf49
DVL2
ELP5
SENP3
EIF4A1
FXR2
TP53
WRAP53
KCNAB3
CNTROB
RP11-1099M24.8
TMEM107
AURKB
PFAS
RP11-849F2.9
RANGRF
NTN1
RCVRN
GAS7
CENPV
COPS3
NT5M
PEMT
TOP3A
ALDH3A1
SPECC1
C17orf51
RP11-260A9.4
SPAG5
KIAA0100
ERAL1
DHRS13
SMURF2P1
LRRC37BP1
ATAD5
CTD-2370N5.3
COPRS
SUZ12
PSMD11
CDK5R1
ASIC2
LIG3
RP11-47L3.1
RASL10B
TAF15
ZNHIT3
MYO19
PIGW
LHX1
TADA2A
C17orf96
PCGF2
ARL5C
CDC6
TOP2A
IGFBP4
KRT24
NT5C3B
KLHL10
ACLY
PSMC3IP
TUBG1
PSME3
BRCA1
ETV4
CTC-501O10.1
C17orf53
C17orf104
DBF4B
GJC1
KIF18B
LRRC37A4P
CRHR1
WNT3
KPNB1
CBX1
CTD-2377D24.6
RP11-501C14.9
SNF8
SLC35B1
EME1
LRRC59
NME1
NME1-NME2
AC102948.2
RP11-159D12.5
SRSF1
DYNLL2
SKA2
PRR11
CTD-2510F5.6
BRIP1
INTS2
RP11-51L5.3
RP11-51L5.5
ACE3P
LIMD2
RP11-51F16.8
TCAM1P
DDX5
NOL11
KPNA2
ABCA9
RP1-193H18.3
TTYH2
HN1
SUMO2
NUP85
MRPS7
SLC25A19
ATP5LP6
QRICH2
PRPSAP1
SRSF2
MGAT5B
TK1
BIRC5
AC087645.1
NPTX1
AZI1
RP11-1055B8.6
MRPL12
RP11-498C9.15
ALYREF
ANAPC11
PYCR1
MYADML2
NOTUM
STRA13
RAC3
FOXK2
RP11-388C12.1
FN3KRP
TBCD
USP14
RP11-705O1.8
C18orf56
TYMS
NDC80
SMCHD1
LPIN2
RAB31
NAPG
PIEZO2
GNAL
RP11-820I16.1
SLMO1
SEH1L
CEP192
ZNF519
SNRPD1
ABHD3
LAMA3
TTC39C
OSBPL1A
DSC3
C18orf21
LINC00669
HAUS1
RP11-687F6.1
IER3IP1
SKA1
RP11-10I6.2
C18orf54
SNRPGP2
ONECUT2
RP11-108P20.4
RP11-325K19.1
CDH20
SERPINB7
SERPINB10
TMX3
RTTN
RP11-676J15.1
RP11-704C2.1
TXNL4A
MIER2
CDC34
BSG
PALM
PTBP1
GPX4
AC005943.5
TCF3
ABHD17A
CSNK1G2
SF3A2
LSM7
LMNB2
AC005624.2
DIRAS1
THOP1
CHAF1A
SAFB
LONP1
DUS3L
KHSRP
CTD-3214H19.4
CD209
CTD-3193O13.9
AC010336.1
CTXN1
TIMM44
ELAVL1
CD320
HNRNPM
PIN1
PPAN
EIF3G
DNMT1
RAVER1
KEAP1
KRI1
ILF3
SPC24
ELOF1
CTD-2006C1.6
CTC-359D24.3
DHPS
ASNA1
RNASEH2A
AD000092.3
RAD23A
GADD45GIP1
DAND5
NACC1
C19orf57
SAMD1
ASF1B
