"x"
"VN1R87P"
"SHMT1P1"
"RPL31P50"
"RPL12P29"
"MAGEB1"
"RMRP"
"LPGAT1"
"C2ORF91"
"EPDR1"
"MIR4737"
"UBE2L2"
"NUDT3"
"PPP4R2"
"SLC25A6P4"
"RPS12P27"
"RPS12P5"
"XPR1"
"RPL12P8"
"PFDN2"
"SUN3"
"EFCAB10"
"PGAM1P3"
"LINC00486"
"C1DP4"
"POLR3G"
"NPBWR2"
"ZBTB20"
"RPL29P33"
"LINC00922"
"SLC39A8"
"SLC15A5"
"HTR1F"
"TSNAX"
"WNT11"
"CYP26A1"
"ARHGAP42P2"
"LINC00971"
"KRT17P3"
"CA6"
"BTF3P7"
"METTL21AP1"
"LARS2-AS1"
"TNPO1P2"
"AK3P2"
"ALDH1A2"
"RPL5P22"
"FLVCR2"
"TPST2"
"SLC10A5P1"
"PGAM4P1"
"ST3GAL2"
"UQCRBP2"
"PGAM1P6"
"KRT8P12"
"DPYD-IT1"
"AKIRIN2"
"PTGES3P3"
"SNORA68"
"CILP2"
"MRGPRG"
"SCDP1"
"ANO3"
"OSBPL9P4"
"SRGAP2-AS1"
"SMIM21"
"IMMTP1"
"GYG1P3"
"RPL21P109"
"GPR33"
"OSTM1-AS1"
"PRPF38AP1"
"MTCO3P2"
"FBXO36-IT1"
"LINC00536"
"RNASE8"
"EGOT"
"LIPT1P1"
"MRPL37P1"
"GNAS-AS1"
"C7ORF57"
"RPS4XP18"
"MOCS1P1"
"GMFBP1"
"RPS29P20"
"MIR632"
"RNA5SP354"
"RPL5P6"
"KRT8P44"
"HMGN2P21"
"C1ORF143"
"CHCHD2P7"
"AMY1B"
"RNF144A-AS1"
"ISCA1P6"
"HUS1"
"FAM210A"
"C16ORF87"
"C16ORF70"
"PWWP2AP1"
