"x"
"EEF1B2P3"
"SLFN5"
"HMGB3P4"
"MRPL10"
"RPL23P8"
"WLS"
"NUDT4P1"
"GLO1"
"TMEM75"
"CCDC36"
"LIN9"
"JADE3"
"GSTM2P1"
"TNXB"
"CITED2"
"MIR199A2"
"PDGFRA"
"SGK1"
"HNMT"
"IRS1"
"DIO3OS"
"TRIM24"
"PLA2G5"
"DIO3"
"PPAP2B"
"ADRA1D"
"SFRP1"
"TP53"
"DOCK10"
"ZFP36L2"
"CCNG1"
"TGIF2"
"OR52V1P"
"OR52K1"
"FAM198B"
"FNDC1"
"WBP1LP2"
"TMEM123"
"LPCAT2"
"IGBP1P4"
"SLC39A11"
"NXT2"
"CYFIP1"
"MIR135A1"
"HOXB-AS4"
"NDST1"
"IGKV2D-23"
"IL1R1"
"ADAP2"
"RCC1"
"TAAR5"
"RAB13"
"PTX4"
"POLE4"
"RNF5"
"TXN2"
"MYLK"
"ZNF823"
"VANGL1"
"MEIS1"
"PTCHD3"
"GLUD2"
"GSTT1"
"ACSF2"
"NUPR1"
"WWC2"
"MIR614"
"ST6GAL2-IT1"
"ATP5SL"
"NUDT8"
"PSMC1P2"
"ZPLD1"
"INSL4"
"TGOLN2"
"PICALM"
"STS"
"APLP2"
"NOTCH2"
"DSEL"
"C5ORF24"
"P2RX1"
"PCDH7"
"MYH9"
"PLEKHG3"
"FOXN3"
"DIAPH2"
"ACTA2"
"FILIP1L"
"ACTA2-AS1"
"TNS1"
"LPP"
"WISP2"
"PPIC"
"CLIC4"
"ZBTB16"
"YAP1"
"HSPA8P4"
"PLS3"
"FN1"
"FHL5"
"RERGL"
"CYR61"
"ANGPTL1"
"HOXD9"
"PTGIS"
"AHR"
"H2AFJ"
"LATS2"
"ALDH1B1"
"FAM129A"
"ITGA5"
"ZCCHC5"
"SLC44A2"
"PDE1B"
"AHNAK"
"BEND3P3"
"SLC1A7"
"ANKRD50"
"INF2"
"FAM171A1"
"TNS3"
"PRIMA1"
"GPR17"
