"x"
"MRPS18CP6"
"METTL20"
"SPATA31E3P"
"RPL32P26"
"CCDC170"
"FNDC3A"
"C11ORF65"
"TMEM263"
"MAGED1"
"C4ORF29"
"DYX1C1-CCPG1"
"APMAP"
"HSP90B1"
"C6ORF164"
"ZDHHC2"
"REEP5"
"SAMD3"
"FAM13A"
"TXNDC12"
"P2RX4"
"INSIG2"
"IGBP1P1"
"CNBD2"
"LINC00884"
"RSAD1"
"C5ORF15"
"THNSL1"
"THEM4"
"ZMYND12"
"KIAA0319L"
"PGK1P2"
"USP17L12"
"SLC35B1"
"LINC00880"
"LARGE-AS1"
"ACTR3B"
"TCEANC"
"SPATA13"
"NLRP14"
"SPATA9"
"SARAF"
"CT45A6"
"SLC32A1"
"AVP"
"KLHL32"
"MICU1"
"DNAI1"
"MARCKSL1"
"DENND5B"
"OSTN"
"LRRN4"
"PRKRIRP5"
"BRI3"
"TXNDC11"
"SLC39A8"
"GALC"
"C3ORF20"
"MAP10"
"EEF1GP1"
"FNDC3B"
"C14ORF180"
"LINC00971"
"RNU2-2P"
"KLHL8"
"TMED1"
"SIL1"
"MIR761"
"PLCL2"
"PLCL2-AS1"
"OLIG2"
"TNFRSF10C"
"NLRC4"
"PF4"
"C19ORF38"
"DNAJC5B"
"PHTF1"
"OCSTAMP"
"VOPP1"
"P4HA1"
"PSAP"
"ZDHHC19"
"SLC22A4"
"IGLL1"
"DHRS7"
"PXYLP1"
"SLC17A8"
"RGPD4"
"CALCB"
"OACYLP"
"ANO3"
"PGPEP1"
"TTC39DP"
"DNAJB9"
"RASD1"
"PON1"
"HIST1H2BN"
"GPRC5C"
"TPPP2"
"ZNF697"
"SLC45A2"
"RPL34-AS1"
"EPOR"
"CNDP1"
"SLC6A12"
"MINPP1"
"IGSF23"
"APOC1"
"INHBC"
"CA5A"
"SLC1A2"
"HERPUD1"
"IGFN1"
"SLC16A10"
"NEU3"
"ASB15"
"PIP5K1B"
"CDNF"
"HSP90AB2P"
"METTL7B"
"HAMP"
"SCCPDH"
"PDE11A"
