"x"
"NACA3P"
"CNBD1"
"IGHV1OR21-1"
"OR52K1"
"FOXL2"
"HNRNPA1P61"
"FAM90A24P"
"RPL32P26"
"NCBP2L"
"BANF2"
"DEFB108B"
"RPS6P20"
"SLC25A15P5"
"FGF14-AS1"
"RPL30P11"
"MORF4L1P4"
"RPL5P24"
"GOLGA8DP"
"RAB11FIP5"
"KCNE2"
"RNY5P8"
"TAAR5"
"DNAJC19P9"
"NOL3"
"RBMX2P2"
"VLDLR"
"CLCP1"
"SOST"
"STARD6"
"OR2M4"
"ZNF723"
"DUSP8P4"
"OR1B1"
"MAGI2-AS2"
"MIR149"
"SRMP1"
"ZBTB10"
"MIMT1"
"C1ORF234"
"MAPRE3"
"RPS26P55"
"MAGI2-IT1"
"PROSER2-AS1"
"PEBP1P1"
"KLHL2P1"
"NXF2"
"CXORF30"
"C9ORF135"
"UCHL1-AS1"
"LMCD1-AS1"
"PSMB3P2"
"DEFB134"
"CLRN2"
"BSX"
"OTOL1"
"KRT18P20"
"PNMA6D"
"SLC22A6"
"AIPL1"
"CSH2"
"HMGB1P4"
"C9ORF135-AS1"
"TRBV20OR9-2"
"NANOS2"
"NRG1-IT1"
"FSHB"
"HIGD1AP8"
"GRM7-AS1"
"GH1"
"PRL"
"FAM138C"
"OR52E4"
"CAGE1"
"RAC1P3"
"RPL36AP48"
"RNY4"
"TVP23CP1"
"TP53TG3C"
"NPM1P21"
"NKX2-4"
"OR4A47"
"IGHVII-44-2"
"SORCS3-AS1"
"ASNSP1"
"FAM230B"
"OR7E161P"
"SNX18P14"
"FAM230C"
"RNU4-1"
"PTP4A1P2"
"MTND2P2"
"LUZP4"
"RPL5P14"
"SNORD11B"
"HMGN2P38"
"IFNA7"
"KCNU1"
"RPS3AP12"
"CTD-2337A12.1"
"ST13P12"
"VCX"
"BMPR1B"
"POU4F2"
"GPX5"
"GAPDHP59"
"LINC00113"
"ERICH2"
"CHIA"
"C4BPAP1"
"CYP2F1"
"CLEC5A"
"PSMC1P7"
"OR10A3"
"IL6STP1"
"NHP2P1"
"BTF3L4P2"
"MIR2117"
"RAB1C"
"PASD1"
"CTAGE11P"
"ENO1P3"
"C7ORF65"
"UBTD1"
"AWAT2"
"KRTAP4-7"
"KRTAP2-1"
"KRTAP4-2"
"NEU2"
"KRTAP26-1"
"KRTAP24-1"
"KRTAP10-11"
"AADACL3"
"KRTAP9-2"
"KRTAP8-1"
"C3ORF79"
"ITGBL1"
"LINC00453"
"MIR1255B1"
"KRTAP21-1"
"OR2AG1"
"ZNF280A"
"EEF1A1P31"
"FKBP4"
"DCAF4L2"
"SPATA3"
"TERF1P1"
"GSTM5P1"
"GALNTL5"
"ADAM3A"
"IQCF3"
"CETN1"
"GK2"
"POTEKP"
"FANCD2OS"
"GOLGA6L2"
"FSCB"
"LYPD4"
"RTN4RL1"
"MAGEA4"
"S100A7"
"EPGN"
"SPRR2C"
"ITGB5-AS1"
"HNRNPA1P45"
"CAPNS1P1"
"LINC00160"
"S100A7A"
"PHBP11"
"HTR2C"
"PCNPP5"
"FCF1P8"
"LIPK"
"TRIM42"
"PPP1R2P2"
"VENTXP6"
"RNA5SP493"
"FAM204CP"
"OR52L1"
"AMTN"
"MAGEB16"
"OR7D4"
"RNA5SP247"
"SNORD8"
"CT83"
"ECHDC3"
"GAPDHP60"
"RBM43P1"
"OR5H8P"
"DEFA3"
"KRT18P8"
"C21ORF128"
"GP9"
"PRG3"
"LY6G6F"
"CBX1P2"
"NR2E1"
"SDHCP2"
"MIR1285-1"
"OR9H1P"
"SNORA22"
"OR1D3P"
"ANP32AP1"
"RXFP2"
"CLRN1-AS1"
"BASP1P1"
"ATP5F1P7"
"SNX18P7"
"MARK2P6"
"LINC00293"
"BRD7P3"
"OR51B6"
"EEF1A1P39"
"MTND4P16"
"OR7E96P"
"DPPA5P1"
"CTBP2P5"
"FOXR2"
"FAM188B2"
"LDHAP3"
"RBMX2P3"
"ATP6V0E1P1"
"DPPA2P3"
"IPO7P1"
"GAPDHP69"
"OR11M1P"
"IL9"
"RPL29P2"
"ZNF716"
"LINC00681"
"GRPEL2P2"
"RNY4P6"
"CARM1P1"
"GPC6-AS1"
"MIR519A2"
"MIR3657"
"CHCHD4P4"
"TPST2P1"
"TMA16P2"
"MIR4644"
"OR6J1"
"HNRNPA1P20"
"DMRT1"
"IL31"
"LINC00326"
"OR5K4"
"OR10P1"
"ZNF192P2"
"LBX1"
"RPL3P10"
"CTD-2118P12.1"
"IQCF2"
"SCP2D1"
"OR51B8P"
"ADAM5"
"MIR4677"
"NFE2L3P1"
"SNORA49"
"C15ORF32"
"CSH1"
"OR8D4"
"POTEA"
"CGB5"
"OR2M2"
"OR52R1"
"OR14C36"
"TRAF6P1"
"GSC2"
"OSTM1-AS1"
"HMGB3P1"
"ATG10-AS1"
"SNORA11B"
"LINC00901"
"SSX3"
"EIF4A1P8"
"EPS15P1"
"GJA6P"
"NUP210P1"
"OR4K13"
"OR13H1"
"SDHCP1"
"OR4D1"
"OR51B3P"
"ATP5F1P3"
"GNAI2P2"
"GYG1P1"
"OR1A1"
"SNORD116-17"
"SOX5P"
"OR2T1"
"TAS2R16"
"OR4D10"
"POM121L12"
"PRAMEF10"
"USP12PY"
"DEFB116"
"EI24P4"
"OR10J1"
"OR2G3"
"OR4K1"
"OR4N5"
"OR2D2"
"SLC25A6P3"
"OR8B2"
"RPL7P44"
"CDRT8"
"RPS4XP9"
"OR2W5"
"OR2U1P"
"OR8U1"
"RNA5SP320"
"OR10H5"
"DNM1P32"
"DDX10P2"
"OR4D8P"
"MIR580"
"OR10G9"
"TERF1P3"
"KCND3-IT1"
"USP12PX"
"RPL5P9"
"CCT6P2"
"SAR1AP1"
"ASZ1"
"HMGB3P3"
"OR4C6"
"UBE2H"
"CRNDE"
"LINC00536"
"HNRNPA1P31"
"OR10W1"
"CCDC140"
"ACTBL2"
"OR2T11"
"PCNAP1"
"EEF1DP5"
"CXXC1P1"
"RNY1P6"
"C4BPAP2"
"BARHL2"
"GS1-279B7.1"
"TPTE"
"MTHFD1P1"
"GAPDHP39"
"TRBV8-2"
"FAM8A6P"
"LINC00320"
"RAX"
"GAPDHP45"
"SNORA71D"
"STATH"
"CLDN25"
"TEX2"
"TRIML2"
"CCDC113"
"RPL5P3"
"OLA1P1"
"DBIL5P2"
"SIX6"
"PTP4A1P1"
"FRG2"
"OTX2-AS1"
"LINC00442"
"SRGAP3-AS4"
"PAQR9"
"ZNF648"
"PNPLA5"
"RHCE"
"LZTS1-AS1"
"PRB1"
"NKX6-2"
"SLC25A5P3"
"SNORD116-26"
"FXYD6P1"
"BPIFB3"
"RPL12P41"
"MTUS2-AS2"
"EIF3KP2"
"TEKT4"
"DYDC1"
"PDCL3P7"
"LAP3P2"
"OR7E37P"
"NPM1P31"
"SNORD3C"
"PGGT1BP2"
"RSU1P2"
"OR1S1"
"OR2V1"
"FOXB2"
"TFAP2D"
"OR4D5"
"TCEB3C"
"ASNSP5"
"OTUD6A"
"OR4A15"
"WFDC6"
"OR5M1"
"TAS1R2"
"SERPINA13P"
"ZNF317P1"
"OR5T3"
"ZNF479"
"OR10G7"
"RPS17P5"
"OR4F15"
"OR5M10"
"OR8H1"
"OR4K5"
"OR14J1"
"PRAMEF1"
"OR4C46"
"ZNF402P"
"ASS1P7"
"SUMO2P8"
"HMGB3P31"
"KRT8P24"
"OR1M1"
"GRXCR1"
"NPVF"
"OR2J2"
"OR51Q1"
"H2BFWT"
"ZNF652P1"
"TAS2R7"
"SHC1P1"
"SRGAP3-AS1"
"ITCH-IT1"
"VN1R12P"
"SNORA80A"
"TRIM49D1"
"RNA5SP52"
"TRIM48"
"C7ORF33"
"HIGD1AP9"
"MTND2P5"
"OR10G8"
"LTV1P1"
"PYDC2"
"OR51K1P"
"OR7E55P"
"PGAM1P12"
"C20ORF78"
"OR5H2"
"SLC25A51P3"
"OR4F2P"
"IGHV3-75"
"SNORD116-8"
"USP17L14P"
"BMP15"
"RSF1-IT1"
"C1DP2"
"USP26"
"OR52E8"
"OR52B4"
"MRPS17P9"
"OR2AK2"
"SCARNA21"
"CST4"
"MAGEA1"
"SNORA23"
"ANP32BP3"
"RPL23AP77"
"FAM47B"
"MS4A5"
"RPL17P40"
"ADIPOR1P2"
"LINC00676"
"OR6X1"
"PRAMEF2"
"IFITM9P"
"TMEM97P1"
"OR6Q1"
"MIR1289-1"
"MIR579"
"OR6B3"
"HMGN2P21"
