"x"
"GPR150"
"PTGIR"
"MARVELD2"
"MIR331"
"LFNG"
"GPR56"
"KCNJ1"
"SLC4A9"
"NIPA1"
"SHANK2"
"SLC39A11"
"NGFR"
"SLC1A1"
"LIPG"
"TECTB"
"KCNC3"
"SLC17A5"
"KLHL17"
"NUDT18"
"APOL2"
"PTK2B"
"HLA-DPB2"
"MATK"
"CRTAM"
"SIPA1L1"
"BANK1"
"RPL4P1"
"XKR6"
"NPM1P25"
"CYP2S1"
"MICALL2"
"SEMA3F"
"KAZALD1"
"UAP1L1"
"KCNH7"
"MCTS1"
"PITPNM1"
"CYP4F25P"
"RNA5SP283"
"RENBP"
"THRB-AS1"
"OAZ3"
"EML6"
"RNA5SP151"
"TMEM167A"
"COQ10B"
"MGST1"
"EML2"
"TSPAN12"
"ETV5"
"CDK5"
"FNDC9"
"HARBI1"
"PLEKHB2"
"MRPS11"
"GCLM"
"UCHL3"
"AAGAB"
"USB1"
"AP2S1"
"TBC1D24"
"RORC"
"LINGO4"
"FAM83H"
"PCP2"
"MAGI1"
"IFNWP2"
"ACKR2"
"LNX1"
"FAM43B"
"TNC"
"CP"
"SLC7A6"
"GPR151"
"TMEM59L"
"EFCAB5"
"SH3TC2"
"DIRAS2"
"FA2H"
"FSTL5"
"DCLK3"
"SV2B"
"HEPACAM"
"ABCA2"
"METRN"
"RGS11"
"LINC00517"
"C2ORF88"
"RAPSN"
"PPP1R1C"
"ADORA1"
"SOX8"
"SORT1"
"CUEDC1"
"SCUBE2"
"THRB-IT1"
"STAU2-AS1"
"HSPB1P1"
"MET"
"NCMAP"
"PRODH"
"PIGZ"
"OR7E36P"
"KRTAP5-9"
"ANKRD33"
"GPR68"
"DNAJC5"
"PPP2R2B"
"ELAVL4"
"RNF175"
"SYT17"
"SIX3"
"ECE2"
"NAP1L6"
"KLHL2"
"RTN1"
"PKIB"
"TAF13"
"RPS6KL1"
"TDRKH"
"PRLH"
"RASL10A"
"ADCYAP1"
"KIAA1244"
"NSF"
"TXNL4A"
"TMEM244"
"DMTN"
"CXXC5"
"GPRIN1"
"KRTAP5-2"
"DUSP8"
"HEY1"
"KRTAP5-1"
"KRTAP5-AS1"
"DGKZP1"
"CHD7"
"KSR2"
"CLDN9"
"CNGB1"
"TNIK"
"SSX2IP"
"MANEAL"
"RAB3IP"
"BAIAP3"
"NXF2B"
"C1QL3"
"PCDH20"
"CMC2"
"TENM1"
"RABIF"
"FAM74A3"
"HSPD1P10"
"TCTEX1D1"
"GFOD1"
"HDC"
"FAM230B"
"OR7E161P"
"SNX18P14"
"MCCD1"
"TRPM4"
"RCC2P6"
"ELFN2"
"TPD52"
"CDYL2"
"SLC14A1"
"SPRY4"
"FHP1"
"LINC00113"
"PCDH1"
"RAPGEF1"
"LTK"
"CRYBA1"
"SPDYE4"
"RGS13"
"AP5B1"
"SPDYE2B"
"HORMAD1"
"CARS"
"TRIAP1"
"TOB2P1"
"YAP1P1"
"OR1J2"
"EIF3J"
"UBE2L3"
"TUBG1"
"DDA1"
"FBXL18"
"LANCL3"
"NOG"
"TMEM189"
"ICT1"
"SLC10A6"
"CCND1"
