"x"
"MIR1302-8"
"HNRNPA1P61"
"HCG14"
"DYX1C1-CCPG1"
"ATP8A2P2"
"HMGB2P1"
"USP8P1"
"MGAT5"
"CST5"
"LONP1"
"GSPT2"
"REPIN1"
"LRRC8D"
"MIR635"
"ZNF723"
"SMIM2-IT1"
"MYADML2"
"ATP6V0E2"
"CCDC144A"
"PARD6A"
"SLC32A1"
"RFX4"
"KIF6"
"C4ORF22"
"SAG"
"LINC00237"
"CLRN2"
"GPR148"
"ANKRD26P1"
"PBOV1"
"MAGEA12"
"EEF1A1P25"
"ATF4P3"
"ZNF281"
"ROS1"
"KRTAP4-11"
"KRTAP9-2"
"KRTAP4-9"
"KRTAP12-1"
"KRTAP9-4"
"RNASEH2CP1"
"FAM207BP"
"PLA2G16"
"RNU5B-3P"
"C12ORF50"
"GALNTL5"
"ARHGAP42P2"
"RNVU1-18"
"CST13P"
"RPSAP56"
"TMEM70"
"IRG1"
"PANX3"
"LSP1P2"
"SPANXN1"
"MIR3138"
"ELK2AP"
"MTND5P15"
"RNA5SP247"
"AKR1C4"
"FTLP2"
"IGF2BP1"
"ACTBP14"
"TUBB1"
"DDX11L8"
"OR5B21"
"LY6G6F"
"CCL1"
"CLC"
"DPRXP2"
"IFNA2"
"UBXN2B"
"UBBP4"
"DHFRP2"
"HBQ1"
"RNVU1-14"
"MS4A10"
"APOBEC1"
"SPAM1"
"SCARNA1"
"MRPS18CP4"
"RPS3AP46"
"HSPA8P9"
"VEZF1P1"
"SETP4"
"GAPDHP69"
"PROSC"
"PGPEP1"
"RNU6-53P"
"SLX1B"
"MIR548AA1"
"DDTL"
"GAGE2A"
"BCORP1"
"CSAG1"
"C11ORF72"
"CDRT15L2"
"LINC00851"
"MYADML"
"SPANXC"
"RNU1-27P"
"CDH12P4"
"HNRNPA1P64"
"PPP1R12BP1"
"FTLP17"
"SSR4P1"
"KARSP1"
"SNORD116-6"
"SNORD116-7"
"DMRT1"
"IL31"
"ABCB10P4"
"RPS6P21"
"RPS7P7"
"ATP5LP6"
"RNA5SP44"
"DNM1P17"
"GEMIN8P2"
"C15ORF32"
"CSH1"
"FABP5P6"
"ATG10-AS1"
"SNORA11B"
"OR13C3"
"PGDP1"
"DEFB116"
"LGALS14"
"IGKV1OR10-1"
"KRT18P40"
"DDX10P2"
"USP12PX"
"SNORD36A"
"RPL12P37"
"HMX3"
"RN7SL2"
"RPS20P2"
"LINC01014"
"NKX2-1-AS1"
"TRBV8-2"
"MAGEC2"
"DBX1"
"VTI1BP2"
"ARPC3P2"
"PAGE1"
"TSPY2"
"C10ORF53"
"FAM220BP"
"RESP18"
"STATH"
"LINC00442"
"SRGAP3-AS4"
"DDX3Y"
"TXLNGY"
"KDM5D"
"RPS4Y1"
"KALP"
"CDY4P"
"TTTY10"
"EIF1AY"
"UTY"
"TTTY15"
"PRKY"
"NAP1L1P2"
"ZNF839P1"
"USP9Y"
"FAM224A"
"FAM224B"
"TAB3P1"
"ZFY-AS1"
"ZFY"
"VTRNA1-3"
"GGTLC1"
"ARHGAP22-IT1"
"ZNF885P"
"NPM1P50"
"HSFY3P"
"NLGN4Y"
"FXYD6P1"
"ENPP4"
"UMODL1"
"GAPDHP73"
"SUN5"
"GJA10"
"OR10R2"
"OR8B8"
"OR52A1"
"HNRNPA1P55"
"OR5D13"
"OR5T2"
"OR4F17"
"ASS1P7"
"KRT8P24"
"H2BFWT"
"NOP56P1"
"OR4X2"
"MBD3L1"
"SPANXN2"
"C7ORF33"
"HIGD1AP9"
"RPS19P1"
"LCN1"
"C2ORF83"
"RNU5E-1"
"KNCN"
"MIR181D"
"OR4A16"
"MIR93"
"SDSL"
"C5ORF47"
"LDHC"
"NYX"
"CYSTM1"
"OR5J2"
"LINC00345"
"SLC25A51P1"
"IPMKP1"
"OR2W2P"
"POLR3KP2"
"SPATA31D3"
"IGSF23"
"SLC46A3"
"GDF2"
"KRTAP5-6"
"CPLX4"
"MIR4775"
"C7ORF55"
"DAPK1-IT1"
"MIR381HG"
"CLPSL2"
"POM121L4P"
"LINC00555"
"SPO11"
"NEUROD1"
"CTSLP2"
"CTSLP3"
"LINC00837"
"CCDC172"
"SNORD116-12"
"GBX1"
"NEU3"
"DYNLT3P2"
"TMEM8C"
"ASB15"
"FGF6"
"KRTAP19-3"
"TTC1"
"UROS"
"LINC00445"
"BPIFA1"
"ARSFP1"
