"x"
"DCAF4"
"TRMT5"
"KCNV2"
"RPS24"
"LAMA2"
"PPRC1"
"FBLN1"
"EEF1B2P2"
"LARP1"
"DDX10"
"BMI1"
"C11ORF73"
"ESYT2"
"IGFBP5"
"CTIF"
"KCNT2"
"GNL1"
"C8ORF59"
"PCID2"
"ZDHHC15"
"KRBOX1"
"TIA1"
"ZKSCAN8"
"ZNF391"
"DUSP5P1"
"ZNF677"
"SNHG7"
"TCEAL3-AS1"
"SETP12"
"SPIN4-AS1"
"MCCD1P1"
"PABPC5-AS1"
"CDH3"
"TSPY26P"
"CDH11"
"PTDSS2"
"ZNF662"
"TRPC1"
"HGSNAT"
"COL16A1"
"CSNK1E"
"METTL10"
"NPHP3"
"HIST2H2BA"
"F3"
"DIS3L2"
"ZNF300"
"ZNF250"
"ZNF788"
"ZNF578"
"CCDC122"
"PPFIBP1"
"FAM149B1"
"DZIP1"
"TYRO3"
"NUDT11"
"NPAS3"
"ZNF610"
"SRP68P2"
"MTA3"
"SCD5"
"PRTFDC1"
"TMEM50B"
"TAB1"
"DIP2A"
"ZFP28"
"GPSM1"
"ZNF300P1"
"NDUFAF4P3"
"LINC00883"
"TPT1-AS1"
"GABPB2"
"DSTNP1"
"INTU"
"GPR173"
"TRIO"
"SNRNP70"
"CCNL2"
"CDAN1"
"SYCE1L"
"PNPLA7"
"TJAP1"
"THUMPD1"
"ALKBH3-AS1"
"SMIM7"
"ZNF761"
"NUMA1"
"OTUD3"
"RWDD4"
"ZSWIM5"
"SRSF5"
"SWI5"
"PAN2"
"WDR6"
"CELF6"
"GOLGA8I"
"LINC00893"
"LINC00894"
"TAS2R13"
"GOLGA8G"
"YWHAZP4"
"GOLGA8O"
"GOLGA8Q"
"UGDH-AS1"
"NPAP1"
"XRRA1"
"POFUT2"
"ZNF10"
"GOLGA8R"
"MTCP1"
"TMED4"
"BBS1"
"ZNF229"
"LINC00663"
"ZNF793"
"ZNF571"
"ZNF197-AS1"
"ST7-OT4"
"ZNF135"
"ZNF493"
"IFT80"
"PRMT9"
"ZNF606"
"IFT172"
"TTC14"
"TRIM52"
"DMTF1"
"ATN1"
"MBTPS1"
"PHC1P1"
"DROSHA"
"PNISR"
"NEURL4"
"RPL9P25"
"TENM4"
"TIGD7"
"MTRNR2L4"
"ZNF132"
"SPATA7"
"ZNF594"
"ZNF780B"
"PRPF40B"
"ILF3-AS1"
"PFDN5"
"ZSCAN18"
"MDK"
"TCTN2"
"CEP290"
"ZNF236"
"WDR35"
"ARMCX4"
"ZBED8"
"CROCCP3"
"FAM90A11P"
"ENPP7P10"
"CSPG4P5"
"IRAK1BP1"
"ZNF491"
"GPR135"
"MTA1"
"YAE1D1"
"ZNF514"
"MTMR9LP"
"NIPAL2"
"PLXNA3"
"ZNF83"
"IFT122"
"RPS3AP34"
"PGAP1"
"CIRBP"
"C5ORF45"
"FAM3A"
"NTN5"
"C8ORF37"
"DXO"
"POGZ"
"ZNF483"
"ARMS2"
"ZNF559"
"RPS3AP14"
"FAM90A12P"
"NRN1L"
"TMEM198"
"ZFP41"
"SCNN1D"
"SLC25A27"
