"x"
"TAF1D"
"OR2X1P"
"POLR2KP1"
"SMG1P1"
"ITM2A"
"TSPAN5"
"RTTN"
"ARL10"
"ZNF660"
"HSD17B1P1"
"ZNF705A"
"DUXAP7"
"VWC2"
"GAREML"
"COX5BP7"
"RPL21P28"
"FOXP1-IT1"
"HIST1H1A"
"TEDDM1"
"NPIPB6"
"SEMA6D"
"EIF5AP2"
"MRPL23-AS1"
"SDC2"
"ASXL3"
"TBC1D29"
"MSANTD1"
"OR2AO1P"
"DOC2GP"
"FRMD4B"
"MIR296"
"OSBPL3"
"SGK223"
"ATP5G1P3"
"ADCY10P1"
"SIK3-IT1"
"RPL21P11"
"RPL21P120"
"PRKX"
"GUSBP3"
"TPTEP1"
"RAPGEF2"
"GFRA4"
"ARAP2"
"IPCEF1"
"GLULP4"
"RPS27P15"
"ZNF354A"
"IL17C"
"CACNA1F"
"OR13A1"
"PBX4"
"SNHG12"
"ARHGAP8"
"SRMS"
"CLDN15"
"KLRC4-KLRK1"
"PSMD10P1"
"C17ORF67"
"TMEM92"
"GSDMB"
"FSCN3"
"STAT4"
"CCDC166"
"LOC440461"
"CLEC4F"
"CTLA4"
"ZNF80"
"IGKV2D-23"
"C10ORF128"
"MYH3"
"KIAA2018"
"SETBP1"
"ADM5"
"NIFKP8"
"PER2"
"VN1R5"
"MYO3A"
"MYO3B"
"CD8BP"
"LINC00272"
"SLC22A20"
"KCNJ14"
"MYO1E"
"ATP2B1"
"EGFL6"
"ALOX12P2"
"RPS10P7"
"EMP2"
"KCTD15"
"HMGB1P44"
"MAPK15"
"NAV2-AS1"
"LINC00365"
"PLXNB1"
"ERVH48-1"
"EPHA3"
"SMAD3"
"OCA2"
"PLCE1"
"CNKSR1"
"PRSS46"
"CNTN4-AS2"
"PLCE1-AS1"
"CSRP2"
"HES4"
"PLEKHG3"
"ZCCHC2"
"EFHD1"
"SOX5"
"STARD9"
"MBOAT2"
"DMC1"
"LRRN1"
"OR5B12"
"ADD3"
"FAM81A"
"UGT8"
"RASSF1"
"MMP17"
"CBX5P1"
"ARHGAP31-AS1"
"SGK494"
"CNPY1"
"LMO4"
"FAHD2CP"
"GABRA2"
"FAM196A"
"LINC00323"
"RASA3"
"MTURN"
"ZNF90P1"
"GAPDHP42"
"PLEKHB1"
"TLL2"
"OR9A2"
"BCAS1"
"SNRPFP2"
"KCNA1"
"RADIL"
"H2AFZP1"
"TAF13P2"
"ZNF385C"
"KLF15"
"CYP51A1P3"
"PLXDC1"
"MIR3179-2"
"FRZB"
"SDK1"
"ZNF385D"
"KIF1C"
"P2RY14"
"RNF19A"
"METAP1"
"ABCC4"
"ANKRD65"
"MECOM"
"COL24A1"
"KANK1"
"AMOTL1"
"PLEKHA1"
